booking_day,unit_code,zone,room_nights,tariff,site_visits,public_holiday,beds
2025-08-02,U07,zone_3,35,75.79,300,0,25
2025-08-03,U07,zone_3,60,58.93,338,0,25
2025-08-04,U07,zone_3,31,66.95,262,0,25
2025-08-05,U07,zone_3,22,68.43,161,0,25
2025-08-06,U07,zone_3,17,63.41,155,0,25
2025-08-07,U07,zone_3,26,71.49,190,0,25
2025-08-08,U07,zone_3,32,70.54,243,0,25
2025-08-09,U07,zone_3,35,65.25,303,0,25
2025-08-10,U07,zone_3,60,64.24,340,0,25
2025-08-11,U07,zone_3,37,66.59,237,0,25
2025-08-12,U07,zone_3,18,70.47,187,0,25
2025-08-13,U07,zone_3,20,70.75,144,0,25
2025-08-14,U07,zone_3,22,66.6,177,0,25
2025-08-15,U07,zone_3,40,63.24,296,0,25
2025-08-16,U07,zone_3,42,70.9,303,0,25
2025-08-17,U07,zone_3,54,67.98,323,0,25
2025-08-18,U07,zone_3,49,69.13,240,0,25
2025-08-19,U07,zone_3,22,72.39,149,0,25
2025-08-20,U07,zone_3,19,67.23,145,0,25
2025-08-21,U07,zone_3,26,70.06,162,0,25
2025-08-22,U07,zone_3,35,71.62,249,0,25
2025-08-23,U07,zone_3,35,75.97,332,0,25
2025-08-24,U07,zone_3,50,76.09,339,0,25
2025-08-25,U07,zone_3,30,74.15,251,0,25
2025-08-26,U07,zone_3,24,71.58,160,0,25
2025-08-27,U07,zone_3,30,65.77,165,1,25
2025-08-28,U07,zone_3,25,68.61,195,1,25
2025-08-29,U07,zone_3,36,61.05,290,0,25
2025-08-30,U07,zone_3,47,72.42,345,0,25
2025-08-31,U07,zone_3,43,68.24,324,0,25
2025-09-01,U07,zone_3,38,70.88,251,0,25
2025-09-02,U07,zone_3,25,73.17,163,0,25
2025-09-03,U07,zone_3,20,68.73,173,0,25
2025-09-04,U07,zone_3,23,63.29,195,0,25
2025-09-05,U07,zone_3,45,67.16,293,0,25
2025-09-06,U07,zone_3,56,69.71,375,0,25
2025-09-07,U07,zone_3,47,70.36,374,0,25
2025-09-08,U07,zone_3,34,66.66,250,0,25
2025-09-09,U07,zone_3,18,71.45,179,0,25
2025-09-10,U07,zone_3,24,71.58,159,0,25
2025-09-11,U07,zone_3,34,71.63,195,0,25
2025-09-12,U07,zone_3,42,77.95,261,0,25
2025-09-13,U07,zone_3,43,71.09,349,0,25
2025-09-14,U07,zone_3,51,69.55,352,0,25
2025-09-15,U07,zone_3,45,69.42,282,0,25
2025-09-16,U07,zone_3,26,69.34,185,0,25
2025-09-17,U07,zone_3,28,69.97,176,0,25
2025-09-18,U07,zone_3,34,66.07,216,0,25
2025-09-19,U07,zone_3,58,56.02,305,0,25
2025-09-20,U07,zone_3,45,68.17,361,0,25
2025-09-21,U07,zone_3,54,68.48,355,0,25
2025-09-22,U07,zone_3,37,69.15,279,0,25
2025-09-23,U07,zone_3,18,73.68,188,0,25
2025-09-24,U07,zone_3,30,72.81,152,0,25
2025-09-25,U07,zone_3,29,72.7,177,0,25
2025-09-26,U07,zone_3,29,79.52,284,0,25
2025-09-27,U07,zone_3,53,63.41,432,0,25
2025-09-28,U07,zone_3,47,71.96,337,0,25
2025-09-29,U07,zone_3,37,84.76,255,0,25
2025-09-30,U07,zone_3,29,72.67,187,0,25
2025-10-01,U07,zone_3,25,71.41,164,0,25
2025-10-02,U07,zone_3,25,69.53,194,0,25
2025-10-03,U07,zone_3,50,64.61,309,0,25
2025-10-04,U07,zone_3,60,67.41,360,0,25
2025-10-05,U07,zone_3,62,77.19,343,0,25
2025-10-06,U07,zone_3,37,64.09,293,1,25
2025-10-07,U07,zone_3,24,71.37,219,1,25
2025-10-08,U07,zone_3,22,70.71,171,0,25
2025-10-09,U07,zone_3,34,58.58,218,0,25
2025-10-10,U07,zone_3,46,65.13,315,0,25
2025-10-11,U07,zone_3,51,76.42,332,0,25
2025-10-12,U07,zone_3,62,68.32,367,0,25
2025-10-13,U07,zone_3,45,68.55,296,0,25
2025-10-14,U07,zone_3,28,69.14,213,0,25
2025-10-15,U07,zone_3,18,64.18,207,0,25
2025-10-16,U07,zone_3,32,67.99,243,0,25
2025-10-17,U07,zone_3,41,60.34,343,0,25
2025-10-18,U07,zone_3,53,65.23,393,0,25
2025-10-19,U07,zone_3,61,66.07,425,0,25
2025-10-20,U07,zone_3,32,74.03,293,0,25
2025-10-21,U07,zone_3,24,69.85,204,0,25
2025-10-22,U07,zone_3,30,67.21,196,0,25
2025-10-23,U07,zone_3,35,66.34,231,0,25
2025-10-24,U07,zone_3,47,71.79,346,0,25
2025-10-25,U07,zone_3,61,72.29,375,0,25
2024-09-01,U08,zone_0,36,67.21,332,1,26
2024-09-02,U08,zone_0,31,73.48,222,1,26
2024-09-03,U08,zone_0,32,65.71,196,0,26
2024-09-04,U08,zone_0,24,64.09,207,0,26
2024-09-05,U08,zone_0,34,69.67,257,0,26
2024-09-06,U08,zone_0,51,60.98,353,0,26
2024-09-07,U08,zone_0,41,66.68,415,0,26
2024-09-08,U08,zone_0,38,78.38,285,0,26
2024-09-09,U08,zone_0,28,70.89,240,0,26
2024-09-10,U08,zone_0,23,61.65,199,0,26
2024-09-11,U08,zone_0,27,69.67,185,0,26
2024-09-12,U08,zone_0,44,65.5,248,0,26
2024-09-13,U08,zone_0,37,72.95,326,0,26
2024-09-14,U08,zone_0,47,73.48,374,0,26
2024-09-15,U08,zone_0,38,69.13,358,0,26
2024-09-16,U08,zone_0,46,67.94,265,0,26
2024-09-17,U08,zone_0,22,74.17,205,0,26
2024-09-18,U08,zone_0,20,75.66,178,0,26
2024-09-19,U08,zone_0,35,76.55,235,0,26
2024-09-20,U08,zone_0,42,68.74,364,0,26
2024-09-21,U08,zone_0,61,67.18,433,0,26
2024-09-22,U08,zone_0,56,66.36,385,0,26
2024-09-23,U08,zone_0,38,61.27,254,0,26
2024-09-24,U08,zone_0,30,58.04,225,0,26
2024-09-25,U08,zone_0,22,69.74,195,0,26
2024-09-26,U08,zone_0,33,66.9,262,0,26
2024-09-27,U08,zone_0,53,65.75,385,0,26
2024-09-28,U08,zone_0,46,68.71,412,0,26
2024-09-29,U08,zone_0,44,71.17,396,0,26
2024-09-30,U08,zone_0,34,67.78,292,0,26
2024-10-01,U08,zone_0,27,74.09,162,0,26
2024-10-02,U08,zone_0,36,70.65,180,0,26
2024-10-03,U08,zone_0,28,70.23,260,0,26
2024-10-04,U08,zone_0,54,65.27,405,0,26
2024-10-05,U08,zone_0,55,68.47,441,0,26
2024-10-06,U08,zone_0,56,68.25,360,0,26
2024-10-07,U08,zone_0,36,67.16,295,0,26
2024-10-08,U08,zone_0,31,78.11,178,0,26
2024-10-09,U08,zone_0,24,78.02,189,0,26
2024-10-10,U08,zone_0,40,65.05,275,0,26
2024-10-11,U08,zone_0,39,76.12,330,1,26
2024-10-12,U08,zone_0,69,65.44,463,1,26
2024-10-13,U08,zone_0,56,67.4,404,0,26
2024-10-14,U08,zone_0,37,67.37,267,0,26
2024-10-15,U08,zone_0,33,69.45,218,0,26
2024-10-16,U08,zone_0,23,78.05,180,0,26
2024-10-17,U08,zone_0,25,83.98,230,0,26
2024-10-18,U08,zone_0,69,72.63,349,0,26
2024-10-19,U08,zone_0,63,72.88,428,0,26
2024-10-20,U08,zone_0,42,78.13,366,0,26
2024-10-21,U08,zone_0,35,67.69,272,0,26
2024-10-22,U08,zone_0,35,61.21,224,0,26
2024-10-23,U08,zone_0,27,69.27,192,0,26
2024-10-24,U08,zone_0,43,69.86,277,0,26
2024-10-25,U08,zone_0,43,76.58,340,0,26
2024-10-26,U08,zone_0,57,72.86,389,0,26
2024-10-27,U08,zone_0,64,69.06,390,0,26
2024-10-28,U08,zone_0,44,68.33,289,0,26
2024-10-29,U08,zone_0,35,66.82,195,0,26
2024-10-30,U08,zone_0,23,72.91,227,0,26
2024-10-31,U08,zone_0,35,61.1,302,0,26
2024-11-01,U08,zone_0,52,71.48,400,0,26
2024-11-02,U08,zone_0,52,74.76,398,0,26
2024-11-03,U08,zone_0,44,65.03,444,0,26
2024-11-04,U08,zone_0,38,67.76,299,0,26
2024-11-05,U08,zone_0,33,75.16,196,0,26
2024-11-06,U08,zone_0,22,68.3,207,0,26
2024-11-07,U08,zone_0,41,68.83,292,0,26
2024-11-08,U08,zone_0,71,80.49,369,0,26
2024-11-09,U08,zone_0,49,74.49,379,0,26
2024-11-10,U08,zone_0,39,76.45,348,0,26
2024-11-11,U08,zone_0,56,64.27,324,0,26
2024-11-12,U08,zone_0,25,72.84,225,0,26
2024-11-13,U08,zone_0,30,63.65,220,0,26
2024-11-14,U08,zone_0,53,66.0,289,0,26
2024-11-15,U08,zone_0,50,66.91,370,0,26
2024-11-16,U08,zone_0,57,79.55,397,0,26
2024-11-17,U08,zone_0,61,76.94,402,0,26
2024-11-18,U08,zone_0,44,65.65,307,0,26
2024-11-19,U08,zone_0,28,69.56,193,0,26
2024-11-20,U08,zone_0,26,69.91,209,1,26
2024-11-21,U08,zone_0,35,63.49,294,1,26
2024-11-22,U08,zone_0,46,76.89,336,0,26
2024-11-23,U08,zone_0,62,78.69,418,0,26
2024-11-24,U08,zone_0,60,70.83,399,0,26
2024-11-25,U08,zone_0,56,68.28,327,0,26
2024-11-26,U08,zone_0,26,76.04,190,0,26
2024-11-27,U08,zone_0,23,70.61,166,0,26
2024-11-28,U08,zone_0,35,70.32,303,0,26
2024-11-29,U08,zone_0,50,78.51,342,0,26
2024-11-30,U08,zone_0,61,77.68,410,0,26
2024-12-01,U08,zone_0,58,69.92,415,0,26
2024-12-02,U08,zone_0,30,77.86,287,0,26
2024-12-03,U08,zone_0,45,76.01,177,0,26
2024-12-04,U08,zone_0,28,64.88,211,0,26
2024-12-05,U08,zone_0,47,70.97,268,0,26
2024-12-06,U08,zone_0,65,74.78,402,0,26
2024-12-07,U08,zone_0,45,80.82,374,0,26
2024-12-08,U08,zone_0,45,73.62,400,0,26
2024-12-09,U08,zone_0,41,76.2,259,0,26
2024-12-10,U08,zone_0,26,64.48,250,0,26
2024-12-11,U08,zone_0,29,73.15,192,0,26
2024-12-12,U08,zone_0,45,67.06,301,0,26
2024-12-13,U08,zone_0,63,61.55,417,0,26
2024-12-14,U08,zone_0,62,65.8,453,0,26
2024-12-15,U08,zone_0,53,73.2,400,0,26
2024-12-16,U08,zone_0,47,74.44,263,0,26
2024-12-17,U08,zone_0,26,73.52,224,0,26
2024-12-18,U08,zone_0,29,66.58,207,0,26
2024-12-19,U08,zone_0,38,74.29,293,0,26
2024-12-20,U08,zone_0,60,65.84,421,0,26
2024-12-21,U08,zone_0,61,63.97,481,0,26
2024-12-22,U08,zone_0,58,76.1,361,0,26
2024-12-23,U08,zone_0,51,67.44,298,0,26
2024-12-24,U08,zone_0,31,73.77,215,0,26
2024-12-25,U08,zone_0,28,60.16,236,0,26
2024-12-26,U08,zone_0,37,78.03,252,0,26
2024-12-27,U08,zone_0,48,73.11,385,0,26
2024-12-28,U08,zone_0,67,63.98,493,0,26
2024-12-29,U08,zone_0,54,62.38,446,0,26
2024-12-30,U08,zone_0,39,67.77,283,1,26
2024-12-31,U08,zone_0,26,76.04,182,1,26
2025-01-01,U08,zone_0,36,68.14,174,0,26
2025-01-02,U08,zone_0,37,76.56,256,0,26
2025-01-03,U08,zone_0,53,80.2,356,0,26
2025-01-04,U08,zone_0,64,66.59,451,0,26
2025-01-05,U08,zone_0,59,66.81,401,0,26
2025-01-06,U08,zone_0,38,68.6,293,0,26
2025-01-07,U08,zone_0,26,76.16,167,0,26
2025-01-08,U08,zone_0,24,63.18,238,0,26
2025-01-09,U08,zone_0,39,59.5,277,0,26
2025-01-10,U08,zone_0,53,63.02,411,0,26
2025-01-11,U08,zone_0,60,67.52,468,0,26
2025-01-12,U08,zone_0,61,64.19,392,0,26
2025-01-13,U08,zone_0,36,75.16,265,0,26
2025-01-14,U08,zone_0,25,66.26,222,0,26
2025-01-15,U08,zone_0,28,68.58,195,0,26
2025-01-16,U08,zone_0,38,71.83,263,0,26
2025-01-17,U08,zone_0,62,66.71,393,0,26
2025-01-18,U08,zone_0,63,71.55,428,0,26
2025-01-19,U08,zone_0,49,79.5,355,0,26
2025-01-20,U08,zone_0,42,64.04,296,0,26
2025-01-21,U08,zone_0,28,70.03,187,0,26
2025-01-22,U08,zone_0,24,72.71,173,0,26
2025-01-23,U08,zone_0,33,68.25,275,0,26
2025-01-24,U08,zone_0,38,70.2,361,0,26
2025-01-25,U08,zone_0,65,63.43,436,0,26
2025-01-26,U08,zone_0,62,67.37,347,0,26
2025-01-27,U08,zone_0,41,60.98,262,0,26
2025-01-28,U08,zone_0,27,69.9,195,0,26
2025-01-29,U08,zone_0,27,71.03,203,0,26
2025-01-30,U08,zone_0,41,66.28,256,0,26
2025-01-31,U08,zone_0,57,70.51,372,0,26
2025-02-01,U08,zone_0,50,75.26,368,0,26
2025-02-02,U08,zone_0,47,69.08,397,0,26
2025-02-03,U08,zone_0,34,72.33,281,0,26
2025-02-04,U08,zone_0,29,61.9,220,0,26
2025-02-05,U08,zone_0,27,81.68,159,0,26
2025-02-06,U08,zone_0,27,69.62,251,0,26
2025-02-07,U08,zone_0,65,61.59,382,0,26
2025-02-08,U08,zone_0,60,71.87,406,1,26
2025-02-09,U08,zone_0,54,71.66,351,1,26
2025-02-10,U08,zone_0,44,64.99,279,0,26
2025-02-11,U08,zone_0,29,75.27,185,0,26
2025-02-12,U08,zone_0,20,62.93,185,0,26
2025-02-13,U08,zone_0,43,65.04,273,0,26
2025-02-14,U08,zone_0,46,67.4,365,0,26
2025-02-15,U08,zone_0,49,75.34,380,0,26
2025-02-16,U08,zone_0,54,62.17,371,0,26
2025-02-17,U08,zone_0,46,62.82,298,0,26
2025-02-18,U08,zone_0,27,67.54,204,0,26
2025-02-19,U08,zone_0,27,66.31,183,0,26
2025-02-20,U08,zone_0,27,62.79,242,0,26
2025-02-21,U08,zone_0,58,72.94,309,0,26
2025-02-22,U08,zone_0,48,56.94,424,0,26
2025-02-23,U08,zone_0,61,64.62,402,0,26
2025-02-24,U08,zone_0,28,73.05,234,0,26
2025-02-25,U08,zone_0,26,72.25,152,0,26
2025-02-26,U08,zone_0,29,68.88,176,0,26
2025-02-27,U08,zone_0,40,63.09,257,0,26
2025-02-28,U08,zone_0,49,65.2,354,0,26
2025-03-01,U08,zone_0,46,78.05,363,0,26
2025-03-02,U08,zone_0,52,70.91,332,0,26
2025-03-03,U08,zone_0,31,68.55,265,0,26
2025-03-04,U08,zone_0,21,65.97,153,0,26
2025-03-05,U08,zone_0,24,63.6,160,0,26
2025-03-06,U08,zone_0,37,76.6,207,0,26
2025-03-07,U08,zone_0,59,73.2,365,0,26
2025-03-08,U08,zone_0,61,63.65,379,0,26
2025-03-09,U08,zone_0,55,74.27,307,0,26
2025-03-10,U08,zone_0,41,69.62,233,0,26
2025-03-11,U08,zone_0,21,74.48,154,0,26
2025-03-12,U08,zone_0,21,65.43,171,0,26
2025-03-13,U08,zone_0,23,72.64,217,0,26
2025-03-14,U08,zone_0,36,68.17,306,0,26
2025-03-15,U08,zone_0,55,67.55,325,0,26
2025-03-16,U08,zone_0,50,64.23,376,0,26
2025-03-17,U08,zone_0,39,74.93,211,0,26
2025-03-18,U08,zone_0,28,65.96,172,0,26
2025-03-19,U08,zone_0,28,67.86,162,0,26
2025-03-20,U08,zone_0,34,67.86,208,1,26
2025-03-21,U08,zone_0,37,73.5,269,1,26
2025-03-22,U08,zone_0,38,69.85,352,0,26
2025-03-23,U08,zone_0,50,66.41,318,0,26
2025-03-24,U08,zone_0,31,65.39,255,0,26
2025-03-25,U08,zone_0,20,69.88,165,0,26
2025-03-26,U08,zone_0,22,72.22,157,0,26
2025-03-27,U08,zone_0,38,63.35,250,0,26
2025-03-28,U08,zone_0,51,65.24,345,0,26
2025-03-29,U08,zone_0,47,70.03,355,0,26
2025-03-30,U08,zone_0,49,71.6,292,0,26
2025-03-31,U08,zone_0,25,74.96,208,0,26
2025-04-01,U08,zone_0,23,72.7,154,0,26
2025-04-02,U08,zone_0,20,70.63,122,0,26
2025-04-03,U08,zone_0,36,64.92,229,0,26
2025-04-04,U08,zone_0,40,76.7,233,0,26
2025-04-05,U08,zone_0,51,77.71,296,0,26
2025-04-06,U08,zone_0,47,66.96,301,0,26
2025-04-07,U08,zone_0,29,70.59,209,0,26
2025-04-08,U08,zone_0,25,68.23,141,0,26
2025-04-09,U08,zone_0,11,66.46,151,0,26
2025-04-10,U08,zone_0,24,70.31,200,0,26
2025-04-11,U08,zone_0,42,71.02,297,0,26
2025-04-12,U08,zone_0,49,81.16,264,0,26
2025-04-13,U08,zone_0,43,68.73,330,0,26
2025-04-14,U08,zone_0,23,70.05,228,0,26
2025-04-15,U08,zone_0,25,73.75,117,0,26
2025-04-16,U08,zone_0,27,60.82,171,0,26
2025-04-17,U08,zone_0,32,70.8,209,0,26
2025-04-18,U08,zone_0,39,76.74,257,0,26
2025-04-19,U08,zone_0,53,66.08,322,0,26
2025-04-20,U08,zone_0,52,71.79,330,0,26
2025-04-21,U08,zone_0,32,71.18,225,0,26
2025-04-22,U08,zone_0,24,70.04,153,0,26
2025-04-23,U08,zone_0,12,79.76,131,0,26
2025-04-24,U08,zone_0,29,62.79,220,0,26
2025-04-25,U08,zone_0,46,69.21,264,0,26
2025-04-26,U08,zone_0,43,65.93,316,0,26
2025-04-27,U08,zone_0,37,70.41,306,0,26
2025-04-28,U08,zone_0,23,70.58,220,0,26
2025-04-29,U08,zone_0,18,69.7,137,1,26
2025-04-30,U08,zone_0,14,78.84,114,1,26
2025-05-01,U08,zone_0,23,73.76,208,0,26
2025-05-02,U08,zone_0,31,69.91,258,0,26
2025-05-03,U08,zone_0,55,69.07,312,0,26
2025-05-04,U08,zone_0,46,68.35,261,0,26
2025-05-05,U08,zone_0,35,61.31,257,0,26
2025-05-06,U08,zone_0,28,77.53,132,0,26
2025-05-07,U08,zone_0,25,76.05,135,0,26
2025-05-08,U08,zone_0,30,66.74,205,0,26
2025-05-09,U08,zone_0,31,74.25,236,0,26
2025-05-10,U08,zone_0,31,72.65,291,0,26
2025-05-11,U08,zone_0,39,66.53,283,0,26
2025-05-12,U08,zone_0,35,72.39,171,0,26
2025-05-13,U08,zone_0,21,71.2,132,0,26
2025-05-14,U08,zone_0,14,66.84,118,0,26
2025-05-15,U08,zone_0,27,75.97,165,0,26
2025-05-16,U08,zone_0,40,75.95,250,0,26
2025-05-17,U08,zone_0,37,75.91,300,0,26
2025-05-18,U08,zone_0,43,71.26,270,0,26
2025-05-19,U08,zone_0,25,67.74,218,0,26
2025-05-20,U08,zone_0,23,69.56,140,0,26
2025-05-21,U08,zone_0,22,72.37,126,0,26
2025-05-22,U08,zone_0,28,66.3,216,0,26
2025-05-23,U08,zone_0,37,70.77,269,0,26
2025-05-24,U08,zone_0,41,69.09,295,0,26
2025-05-25,U08,zone_0,31,82.91,216,0,26
2025-05-26,U08,zone_0,31,70.9,192,0,26
2025-05-27,U08,zone_0,29,66.73,147,0,26
2025-05-28,U08,zone_0,21,59.16,175,0,26
2025-05-29,U08,zone_0,21,70.56,192,0,26
2025-05-30,U08,zone_0,37,64.13,284,0,26
2025-05-31,U08,zone_0,42,73.64,282,0,26
2025-06-01,U08,zone_0,40,64.62,291,0,26
2025-06-02,U08,zone_0,28,72.32,168,0,26
2025-06-03,U08,zone_0,19,71.1,149,0,26
2025-06-04,U08,zone_0,19,67.67,140,0,26
2025-06-05,U08,zone_0,32,68.74,203,0,26
2025-06-06,U08,zone_0,43,72.93,252,0,26
2025-06-07,U08,zone_0,57,61.62,347,0,26
2025-06-08,U08,zone_0,40,65.53,273,1,26
2025-06-09,U08,zone_0,33,71.52,173,1,26
2025-06-10,U08,zone_0,15,62.35,146,0,26
2025-06-11,U08,zone_0,26,65.5,148,0,26
2025-06-12,U08,zone_0,26,78.63,169,0,26
2025-06-13,U08,zone_0,41,68.73,268,0,26
2025-06-14,U08,zone_0,44,64.04,323,0,26
2025-06-15,U08,zone_0,43,80.57,270,0,26
2025-06-16,U08,zone_0,25,69.41,208,0,26
2025-06-17,U08,zone_0,12,66.73,154,0,26
2025-06-18,U08,zone_0,19,73.65,136,0,26
2025-06-19,U08,zone_0,26,73.84,204,0,26
2025-06-20,U08,zone_0,35,68.03,250,0,26
2025-06-21,U08,zone_0,36,63.96,321,0,26
2025-06-22,U08,zone_0,36,79.51,244,0,26
2025-06-23,U08,zone_0,27,74.65,180,0,26
2025-06-24,U08,zone_0,16,69.58,128,0,26
2025-06-25,U08,zone_0,16,76.99,133,0,26
2025-06-26,U08,zone_0,26,76.52,186,0,26
2025-06-27,U08,zone_0,40,65.73,286,0,26
2025-06-28,U08,zone_0,43,74.0,290,0,26
2025-06-29,U08,zone_0,36,63.47,283,0,26
2025-06-30,U08,zone_0,24,66.26,258,0,26
2025-07-01,U08,zone_0,17,73.93,138,0,26
2025-07-02,U08,zone_0,19,65.45,161,0,26
2025-07-03,U08,zone_0,29,77.07,192,0,26
2025-07-04,U08,zone_0,41,75.09,290,0,26
2025-07-05,U08,zone_0,55,55.86,375,0,26
2025-07-06,U08,zone_0,32,67.46,284,0,26
2025-07-07,U08,zone_0,25,75.86,187,0,26
2025-07-08,U08,zone_0,27,70.74,128,0,26
2025-07-09,U08,zone_0,18,70.78,121,0,26
2025-07-10,U08,zone_0,20,69.01,162,0,26
2025-07-11,U08,zone_0,31,70.99,291,0,26
2025-07-12,U08,zone_0,37,69.32,294,0,26
2025-07-13,U08,zone_0,35,68.88,309,0,26
2025-07-14,U08,zone_0,20,72.18,211,0,26
2025-07-15,U08,zone_0,21,70.22,142,0,26
2025-07-16,U08,zone_0,22,69.26,146,0,26
2025-07-17,U08,zone_0,21,68.09,187,0,26
2025-07-18,U08,zone_0,38,70.75,303,1,26
2025-07-19,U08,zone_0,48,72.68,316,1,26
2025-07-20,U08,zone_0,35,69.49,311,0,26
2025-07-21,U08,zone_0,26,76.72,215,0,26
2025-07-22,U08,zone_0,21,62.46,166,0,26
2025-07-23,U08,zone_0,24,68.49,156,0,26
2025-07-24,U08,zone_0,33,77.28,165,0,26
2025-07-25,U08,zone_0,29,67.66,289,0,26
2025-07-26,U08,zone_0,53,75.62,293,0,26
2025-07-27,U08,zone_0,40,71.81,323,0,26
2025-07-28,U08,zone_0,29,71.19,230,0,26
2025-07-29,U08,zone_0,23,67.28,153,0,26
2025-07-30,U08,zone_0,19,73.43,163,0,26
2025-07-31,U08,zone_0,25,72.69,224,0,26
2025-08-01,U08,zone_0,51,65.4,287,0,26
2025-08-02,U08,zone_0,38,71.07,320,0,26
2025-08-03,U08,zone_0,51,67.56,296,0,26
2025-08-04,U08,zone_0,28,70.77,224,0,26
2025-08-05,U08,zone_0,17,67.05,172,0,26
2025-08-06,U08,zone_0,24,68.78,160,0,26
2025-08-07,U08,zone_0,28,64.59,220,0,26
2025-08-08,U08,zone_0,36,69.01,295,0,26
2025-08-09,U08,zone_0,45,70.5,311,0,26
2025-08-10,U08,zone_0,38,74.48,318,0,26
2025-08-11,U08,zone_0,35,68.57,230,0,26
2025-08-12,U08,zone_0,19,74.2,160,0,26
2025-08-13,U08,zone_0,23,62.64,185,0,26
2025-08-14,U08,zone_0,26,71.7,183,0,26
2025-08-15,U08,zone_0,46,64.0,337,0,26
2025-08-16,U08,zone_0,57,72.21,382,0,26
2025-08-17,U08,zone_0,49,75.98,303,0,26
2025-08-18,U08,zone_0,39,74.26,225,0,26
2025-08-19,U08,zone_0,20,74.32,156,0,26
2025-08-20,U08,zone_0,30,76.84,152,0,26
2025-08-21,U08,zone_0,41,63.93,254,0,26
2025-08-22,U08,zone_0,40,67.04,329,0,26
2025-08-23,U08,zone_0,47,73.34,364,0,26
2025-08-24,U08,zone_0,55,62.25,353,0,26
2025-08-25,U08,zone_0,47,61.61,279,0,26
2025-08-26,U08,zone_0,20,70.17,146,0,26
2025-08-27,U08,zone_0,31,69.05,163,1,26
2025-08-28,U08,zone_0,30,71.55,224,1,26
2025-08-29,U08,zone_0,45,74.06,299,0,26
2025-08-30,U08,zone_0,62,61.41,431,0,26
2025-08-31,U08,zone_0,45,69.84,326,0,26
2025-09-01,U08,zone_0,42,63.77,267,0,26
2025-09-02,U08,zone_0,21,76.68,163,0,26
2025-09-03,U08,zone_0,24,68.97,195,0,26
2025-09-04,U08,zone_0,33,75.37,232,0,26
2025-09-05,U08,zone_0,61,71.43,334,0,26
2025-09-06,U08,zone_0,51,71.69,386,0,26
2025-09-07,U08,zone_0,65,63.94,390,0,26
2025-09-08,U08,zone_0,30,71.03,225,0,26
2025-09-09,U08,zone_0,27,60.95,224,0,26
2025-09-10,U08,zone_0,34,68.55,179,0,26
2025-09-11,U08,zone_0,35,65.52,236,0,26
2025-09-12,U08,zone_0,59,64.05,347,0,26
2025-09-13,U08,zone_0,58,66.65,431,0,26
2025-09-14,U08,zone_0,28,74.73,319,0,26
2025-09-15,U08,zone_0,34,62.72,281,0,26
2025-09-16,U08,zone_0,27,77.67,143,0,26
2025-09-17,U08,zone_0,23,66.17,175,0,26
2025-09-18,U08,zone_0,30,66.83,256,0,26
2025-09-19,U08,zone_0,47,71.48,341,0,26
2025-09-20,U08,zone_0,46,72.88,396,0,26
2025-09-21,U08,zone_0,53,61.6,399,0,26
2025-09-22,U08,zone_0,31,75.68,236,0,26
2025-09-23,U08,zone_0,31,65.11,208,0,26
2025-09-24,U08,zone_0,35,67.96,158,0,26
2025-09-25,U08,zone_0,35,69.47,240,0,26
2025-09-26,U08,zone_0,45,80.38,327,0,26
2025-09-27,U08,zone_0,57,74.12,391,0,26
2025-09-28,U08,zone_0,48,75.81,344,0,26
2025-09-29,U08,zone_0,47,68.51,283,0,26
2025-09-30,U08,zone_0,30,71.52,160,0,26
2025-10-01,U08,zone_0,26,65.46,177,0,26
2025-10-02,U08,zone_0,32,67.31,264,0,26
2025-10-03,U08,zone_0,47,72.55,338,0,26
2025-10-04,U08,zone_0,48,72.08,421,0,26
2025-10-05,U08,zone_0,51,70.76,335,0,26
2025-10-06,U08,zone_0,42,72.07,285,1,26
2025-10-07,U08,zone_0,23,75.58,187,1,26
2025-10-08,U08,zone_0,26,70.74,166,0,26
2025-10-09,U08,zone_0,51,64.98,267,0,26
2025-10-10,U08,zone_0,53,69.6,365,0,26
2025-10-11,U08,zone_0,67,66.22,442,0,26
2025-10-12,U08,zone_0,50,78.56,358,0,26
2025-10-13,U08,zone_0,36,68.56,286,0,26
2025-10-14,U08,zone_0,33,68.62,170,0,26
2025-10-15,U08,zone_0,34,72.21,212,0,26
2025-10-16,U08,zone_0,33,68.03,254,0,26
2025-10-17,U08,zone_0,61,64.33,382,0,26
2025-10-18,U08,zone_0,69,63.4,446,0,26
2025-10-19,U08,zone_0,52,65.87,408,0,26
2025-10-20,U08,zone_0,44,69.82,294,0,26
2025-10-21,U08,zone_0,30,67.32,230,0,26
2025-10-22,U08,zone_0,23,79.77,167,0,26
2025-10-23,U08,zone_0,48,65.38,287,0,26
2025-10-24,U08,zone_0,45,76.91,296,0,26
2025-10-25,U08,zone_0,54,68.73,416,0,26
2024-09-01,U09,zone_1,41,76.99,329,1,27
2024-09-02,U09,zone_1,36,67.49,221,1,27
2024-09-03,U09,zone_1,28,66.28,198,0,27
2024-09-04,U09,zone_1,31,65.43,197,0,27
2024-09-05,U09,zone_1,49,65.4,312,0,27
2024-09-06,U09,zone_1,58,72.43,380,0,27
2024-09-07,U09,zone_1,69,70.3,406,0,27
2024-09-08,U09,zone_1,53,73.34,350,0,27
2024-09-09,U09,zone_1,34,64.91,268,0,27
2024-09-10,U09,zone_1,16,73.68,162,0,27
2024-09-11,U09,zone_1,30,69.95,202,0,27
2024-09-12,U09,zone_1,38,75.53,270,0,27
