cluster_code,checkin,raw_predicted_demand,calibrated_predicted_demand,calibration_delta
5657,2025-12-08,49,52,3
5657,2025-12-09,53,56,3
5657,2025-12-10,62,66,4
5657,2025-12-11,186,198,12
5657,2025-12-12,62,67,5
5657,2025-12-13,54,57,3
5657,2025-12-14,42,45,3
5657,2025-12-15,47,50,3
5657,2025-12-16,53,57,4
5657,2025-12-17,62,67,5
5657,2025-12-18,154,165,11
5657,2025-12-19,80,86,6
5657,2025-12-20,43,46,3
5657,2025-12-21,33,35,2
5683,2025-11-22,4,4,0
5683,2025-11-23,4,4,0
5683,2025-11-24,4,4,0
5683,2025-11-25,4,4,0
5683,2025-11-26,5,5,0
5683,2025-11-27,5,5,0
5683,2025-11-28,0,0,0
5683,2025-11-29,0,0,0
5683,2025-11-30,0,0,0
5683,2025-12-01,1,1,0
5683,2025-12-02,1,1,0
5683,2025-12-03,1,1,0
5683,2025-12-04,2,2,0
5683,2025-12-05,1,1,0
5683,2025-12-06,2,2,0
5683,2025-12-07,2,2,0
5683,2025-12-08,1,2,1
5683,2025-12-09,2,2,0
5683,2025-12-10,2,2,0
5683,2025-12-11,3,3,0
5683,2025-12-12,1,1,0
5683,2025-12-13,1,1,0
5683,2025-12-14,1,1,0
5683,2025-12-15,1,1,0
5683,2025-12-16,2,2,0
5683,2025-12-17,2,2,0
5683,2025-12-18,2,2,0
5683,2025-12-19,1,1,0
5683,2025-12-20,2,2,0
5683,2025-12-21,1,1,0
5686,2025-11-22,0,0,0
5686,2025-11-23,0,0,0
5686,2025-11-24,0,0,0
5686,2025-11-25,0,0,0
5686,2025-11-26,0,0,0
5686,2025-11-27,0,0,0
5686,2025-11-28,0,0,0
5686,2025-11-29,0,0,0
5686,2025-11-30,0,0,0
5686,2025-12-01,0,0,0
5686,2025-12-02,0,0,0
5686,2025-12-03,0,0,0
5686,2025-12-04,0,0,0
5686,2025-12-05,0,0,0
5686,2025-12-06,0,0,0
5686,2025-12-07,0,0,0
5686,2025-12-08,0,0,0
5686,2025-12-09,0,0,0
5686,2025-12-10,0,0,0
5686,2025-12-11,0,0,0
5686,2025-12-12,0,0,0
5686,2025-12-13,0,0,0
5686,2025-12-14,0,0,0
5686,2025-12-15,0,0,0
5686,2025-12-16,0,0,0
5686,2025-12-17,0,0,0
5686,2025-12-18,0,0,0
5686,2025-12-19,0,0,0
5686,2025-12-20,0,0,0
5686,2025-12-21,0,0,0
5720,2025-11-22,78,78,0
5720,2025-11-23,93,93,0
5720,2025-11-24,84,84,0
5720,2025-11-25,72,72,0
5720,2025-11-26,123,123,0
5720,2025-11-27,208,208,0
5720,2025-11-28,29,29,0
5720,2025-11-29,23,25,2
5720,2025-11-30,47,51,4
5720,2025-12-01,54,58,4
5720,2025-12-02,57,62,5
5720,2025-12-03,108,117,9
5720,2025-12-04,192,209,17
5720,2025-12-05,84,91,7
5720,2025-12-06,62,65,3
5720,2025-12-07,58,62,4
5720,2025-12-08,56,60,4
5720,2025-12-09,61,65,4
5720,2025-12-10,79,84,5
5720,2025-12-11,249,266,17
5720,2025-12-12,44,47,3
5720,2025-12-13,58,62,4
5720,2025-12-14,56,60,4
5720,2025-12-15,86,91,5
5720,2025-12-16,75,80,5
5720,2025-12-17,80,86,6
5720,2025-12-18,205,219,14
5720,2025-12-19,89,94,5
5720,2025-12-20,44,48,4
5720,2025-12-21,40,43,3
5752,2025-11-22,0,0,0
5752,2025-11-23,0,0,0
5752,2025-11-24,0,0,0
5752,2025-11-25,0,0,0
5752,2025-11-26,0,0,0
5752,2025-11-27,0,0,0
5752,2025-11-28,0,0,0
5752,2025-11-29,0,0,0
5752,2025-11-30,0,0,0
5752,2025-12-01,0,0,0
5752,2025-12-02,0,0,0
5752,2025-12-03,0,0,0
5752,2025-12-04,0,0,0
5752,2025-12-05,0,0,0
5752,2025-12-06,0,0,0
5752,2025-12-07,0,0,0
5752,2025-12-08,0,0,0
5752,2025-12-09,0,0,0
5752,2025-12-10,0,0,0
5752,2025-12-11,0,0,0
5752,2025-12-12,0,0,0
5752,2025-12-13,0,0,0
5752,2025-12-14,0,0,0
5752,2025-12-15,0,0,0
5752,2025-12-16,0,0,0
5752,2025-12-17,0,0,0
5752,2025-12-18,0,0,0
5752,2025-12-19,0,0,0
5752,2025-12-20,0,0,0
5752,2025-12-21,0,0,0
5762,2025-11-22,0,0,0
5762,2025-11-23,0,0,0
5762,2025-11-24,0,0,0
5762,2025-11-25,0,0,0
5762,2025-11-26,0,0,0
5762,2025-11-27,0,0,0
5762,2025-11-28,0,0,0
5762,2025-11-29,0,0,0
5762,2025-11-30,0,0,0
5762,2025-12-01,0,0,0
5762,2025-12-02,0,0,0
5762,2025-12-03,0,0,0
5762,2025-12-04,0,0,0
5762,2025-12-05,0,0,0
5762,2025-12-06,0,0,0
5762,2025-12-07,0,0,0
5762,2025-12-08,0,0,0
5762,2025-12-09,0,0,0
5762,2025-12-10,0,0,0
5762,2025-12-11,0,0,0
5762,2025-12-12,0,0,0
5762,2025-12-13,0,0,0
5762,2025-12-14,0,0,0
5762,2025-12-15,0,0,0
5762,2025-12-16,0,0,0
5762,2025-12-17,0,0,0
5762,2025-12-18,0,0,0
5762,2025-12-19,0,0,0
5762,2025-12-20,0,0,0
5762,2025-12-21,0,0,0
5799,2025-11-22,0,0,0
5799,2025-11-23,0,0,0
5799,2025-11-24,0,0,0
5799,2025-11-25,0,0,0
5799,2025-11-26,0,0,0
5799,2025-11-27,0,0,0
5799,2025-11-28,0,0,0
5799,2025-11-29,0,0,0
5799,2025-11-30,0,0,0
5799,2025-12-01,0,0,0
5799,2025-12-02,0,0,0
5799,2025-12-03,0,0,0
5799,2025-12-04,0,0,0
5799,2025-12-05,0,0,0
5799,2025-12-06,0,0,0
5799,2025-12-07,0,0,0
5799,2025-12-08,0,0,0
5799,2025-12-09,0,0,0
5799,2025-12-10,0,0,0
5799,2025-12-11,0,0,0
5799,2025-12-12,0,0,0
5799,2025-12-13,0,0,0
5799,2025-12-14,0,0,0
5799,2025-12-15,0,0,0
5799,2025-12-16,0,0,0
5799,2025-12-17,0,0,0
5799,2025-12-18,0,0,0
5799,2025-12-19,0,0,0
5799,2025-12-20,0,0,0
5799,2025-12-21,0,0,0
5802,2025-11-22,112,112,0
5802,2025-11-23,82,82,0
5802,2025-11-24,56,56,0
5802,2025-11-25,43,43,0
5802,2025-11-26,114,114,0
5802,2025-11-27,170,170,0
5802,2025-11-28,53,53,0
5802,2025-11-29,51,55,4
5802,2025-11-30,50,54,4
5802,2025-12-01,51,55,4
5802,2025-12-02,46,51,5
5802,2025-12-03,61,67,6
5802,2025-12-04,128,140,12
5802,2025-12-05,58,63,5
5802,2025-12-06,51,55,4
5802,2025-12-07,48,51,3
5802,2025-12-08,54,58,4
5802,2025-12-09,53,56,3
5802,2025-12-10,73,78,5
5802,2025-12-11,154,165,11
5802,2025-12-12,55,59,4
5802,2025-12-13,48,51,3
5802,2025-12-14,46,49,3
5802,2025-12-15,52,56,4
5802,2025-12-16,56,61,5
5802,2025-12-17,80,87,7
5802,2025-12-18,110,118,8
5802,2025-12-19,58,62,4
5802,2025-12-20,45,48,3
5802,2025-12-21,39,42,3
5818,2025-11-22,21,21,0
5818,2025-11-23,28,28,0
5818,2025-11-24,15,15,0
5818,2025-11-25,24,24,0
5818,2025-11-26,31,31,0
5818,2025-11-27,53,53,0
5818,2025-11-28,11,11,0
5818,2025-11-29,8,8,0
5818,2025-11-30,9,9,0
5818,2025-12-01,16,17,1
5818,2025-12-02,20,21,1
5818,2025-12-03,27,29,2
5818,2025-12-04,72,78,6
5818,2025-12-05,15,16,1
5818,2025-12-06,15,16,1
5818,2025-12-07,15,15,0
5818,2025-12-08,17,17,0
5818,2025-12-09,18,19,1
5818,2025-12-10,22,23,1
5818,2025-12-11,62,66,4
5818,2025-12-12,17,18,1
5818,2025-12-13,17,18,1
5818,2025-12-14,15,16,1
5818,2025-12-15,18,19,1
5818,2025-12-16,19,20,1
5818,2025-12-17,23,25,2
5818,2025-12-18,64,69,5
5818,2025-12-19,19,20,1
5818,2025-12-20,16,17,1
5818,2025-12-21,12,12,0
5842,2025-11-22,14,14,0
5842,2025-11-23,15,15,0
5842,2025-11-24,14,14,0
5842,2025-11-25,15,15,0
5842,2025-11-26,17,17,0
5842,2025-11-27,21,21,0
5842,2025-11-28,14,14,0
5842,2025-11-29,17,18,1
5842,2025-11-30,16,18,2
5842,2025-12-01,19,21,2
5842,2025-12-02,17,18,1
5842,2025-12-03,17,19,2
5842,2025-12-04,36,39,3
5842,2025-12-05,18,20,2
5842,2025-12-06,23,24,1
5842,2025-12-07,22,23,1
5842,2025-12-08,25,27,2
5842,2025-12-09,25,27,2
5842,2025-12-10,24,26,2
5842,2025-12-11,35,38,3
5842,2025-12-12,26,28,2
5842,2025-12-13,24,25,1
5842,2025-12-14,22,23,1
5842,2025-12-15,27,29,2
5842,2025-12-16,28,30,2
5842,2025-12-17,26,28,2
5842,2025-12-18,28,31,3
5842,2025-12-19,18,20,2
5842,2025-12-20,24,26,2
5842,2025-12-21,21,22,1
5850,2025-11-22,0,0,0
5850,2025-11-23,0,0,0
5850,2025-11-24,0,0,0
5850,2025-11-25,0,0,0
5850,2025-11-26,0,0,0
5850,2025-11-27,0,0,0
5850,2025-11-28,0,0,0
5850,2025-11-29,0,0,0
5850,2025-11-30,0,0,0
5850,2025-12-01,0,0,0
5850,2025-12-02,0,0,0
5850,2025-12-03,0,0,0
5850,2025-12-04,0,0,0
5850,2025-12-05,0,0,0
5850,2025-12-06,0,0,0
5850,2025-12-07,0,0,0
5850,2025-12-08,0,0,0
5850,2025-12-09,0,0,0
5850,2025-12-10,0,0,0
5850,2025-12-11,0,0,0
5850,2025-12-12,0,0,0
5850,2025-12-13,0,0,0
5850,2025-12-14,0,0,0
5850,2025-12-15,0,0,0
5850,2025-12-16,0,0,0
5850,2025-12-17,0,0,0
5850,2025-12-18,0,0,0
5850,2025-12-19,0,0,0
5850,2025-12-20,0,0,0
5850,2025-12-21,0,0,0
5927,2025-11-22,1005,1005,0
5927,2025-11-23,964,964,0
5927,2025-11-24,680,680,0
5927,2025-11-25,721,721,0
5927,2025-11-26,979,979,0
5927,2025-11-27,1278,1278,0
5927,2025-11-28,455,455,0
5927,2025-11-29,337,356,19
5927,2025-11-30,320,340,20
5927,2025-12-01,263,280,17
5927,2025-12-02,345,368,23
5927,2025-12-03,619,666,47
5927,2025-12-04,1202,1305,103
5927,2025-12-05,299,323,24
5927,2025-12-06,330,349,19
5927,2025-12-07,313,332,19
5927,2025-12-08,263,278,15
5927,2025-12-09,294,312,18
5927,2025-12-10,447,476,29
5927,2025-12-11,642,687,45
5927,2025-12-12,296,316,20
5927,2025-12-13,271,291,20
5927,2025-12-14,242,259,17
5927,2025-12-15,270,289,19
5927,2025-12-16,413,442,29
5927,2025-12-17,454,487,33
5927,2025-12-18,516,554,38
5927,2025-12-19,286,308,22
5927,2025-12-20,212,227,15
5927,2025-12-21,159,171,12
5933,2025-11-22,4,4,0
5933,2025-11-23,12,12,0
5933,2025-11-24,14,14,0
5933,2025-11-25,7,7,0
5933,2025-11-26,17,17,0
5933,2025-11-27,10,10,0
5933,2025-11-28,8,8,0
5933,2025-11-29,4,5,1
5933,2025-11-30,6,7,1
5933,2025-12-01,8,8,0
5933,2025-12-02,10,11,1
5933,2025-12-03,12,13,1
5933,2025-12-04,16,17,1
5933,2025-12-05,12,13,1
5933,2025-12-06,12,12,0
5933,2025-12-07,8,9,1
5933,2025-12-08,11,11,0
5933,2025-12-09,11,12,1
5933,2025-12-10,9,10,1
5933,2025-12-11,12,13,1
5933,2025-12-12,10,10,0
5933,2025-12-13,8,9,1
5933,2025-12-14,7,8,1
5933,2025-12-15,13,14,1
5933,2025-12-16,13,14,1
5933,2025-12-17,13,14,1
5933,2025-12-18,12,13,1
5933,2025-12-19,8,9,1
5933,2025-12-20,8,8,0
5933,2025-12-21,4,5,1
5936,2025-11-22,18,18,0
5936,2025-11-23,19,19,0
5936,2025-11-24,10,10,0
5936,2025-11-25,4,4,0
5936,2025-11-26,12,12,0
5936,2025-11-27,12,12,0
5936,2025-11-28,27,27,0
5936,2025-11-29,11,11,0
5936,2025-11-30,13,14,1
5936,2025-12-01,14,15,1
5936,2025-12-02,13,14,1
5936,2025-12-03,11,12,1
5936,2025-12-04,25,28,3
5936,2025-12-05,9,10,1
5936,2025-12-06,12,13,1
5936,2025-12-07,9,10,1
5936,2025-12-08,9,9,0
5936,2025-12-09,9,10,1
5936,2025-12-10,13,14,1
5936,2025-12-11,28,30,2
5936,2025-12-12,10,11,1
5936,2025-12-13,8,9,1
5936,2025-12-14,7,8,1
5936,2025-12-15,9,10,1
5936,2025-12-16,11,12,1
5936,2025-12-17,16,18,2
5936,2025-12-18,24,25,1
5936,2025-12-19,13,14,1
5936,2025-12-20,9,10,1
5936,2025-12-21,8,8,0
5947,2025-11-22,154,154,0
5947,2025-11-23,124,124,0
5947,2025-11-24,127,127,0
5947,2025-11-25,139,139,0
5947,2025-11-26,232,232,0
5947,2025-11-27,218,218,0
5947,2025-11-28,50,50,0
5947,2025-11-29,46,49,3
5947,2025-11-30,54,58,4
5947,2025-12-01,51,55,4
5947,2025-12-02,69,74,5
5947,2025-12-03,120,129,9
5947,2025-12-04,174,190,16
5947,2025-12-05,55,60,5
5947,2025-12-06,64,67,3
5947,2025-12-07,60,63,3
5947,2025-12-08,62,66,4
5947,2025-12-09,60,64,4
5947,2025-12-10,95,101,6
5947,2025-12-11,198,211,13
5947,2025-12-12,63,67,4
5947,2025-12-13,38,41,3
5947,2025-12-14,37,40,3
5947,2025-12-15,52,55,3
5947,2025-12-16,56,60,4
5947,2025-12-17,70,76,6
5947,2025-12-18,131,141,10
5947,2025-12-19,52,56,4
5947,2025-12-20,39,42,3
5947,2025-12-21,26,29,3
5951,2025-11-22,0,0,0
5951,2025-11-23,0,0,0
5951,2025-11-24,0,0,0
5951,2025-11-25,0,0,0
5951,2025-11-26,0,0,0
5951,2025-11-27,0,0,0
5951,2025-11-28,0,0,0
5951,2025-11-29,0,0,0
5951,2025-11-30,0,0,0
5951,2025-12-01,0,0,0
5951,2025-12-02,0,0,0
5951,2025-12-03,0,0,0
5951,2025-12-04,0,0,0
5951,2025-12-05,0,0,0
5951,2025-12-06,0,0,0
5951,2025-12-07,0,0,0
5951,2025-12-08,0,0,0
5951,2025-12-09,0,0,0
5951,2025-12-10,0,0,0
5951,2025-12-11,0,0,0
5951,2025-12-12,0,0,0
5951,2025-12-13,0,0,0
5951,2025-12-14,0,0,0
5951,2025-12-15,0,0,0
5951,2025-12-16,0,0,0
5951,2025-12-17,0,0,0
5951,2025-12-18,0,0,0
5951,2025-12-19,0,0,0
5951,2025-12-20,0,0,0
5951,2025-12-21,0,0,0
5986,2025-11-22,557,557,0
5986,2025-11-23,1215,1215,0
5986,2025-11-24,793,793,0
5986,2025-11-25,592,592,0
5986,2025-11-26,826,826,0
5986,2025-11-27,2887,2887,0
5986,2025-11-28,938,938,0
5986,2025-11-29,695,739,44
5986,2025-11-30,584,624,40
5986,2025-12-01,665,714,49
5986,2025-12-02,722,777,55
5986,2025-12-03,1113,1200,87
5986,2025-12-04,4883,5320,437
5986,2025-12-05,940,1020,80
5986,2025-12-06,801,850,49
5986,2025-12-07,674,717,43
5986,2025-12-08,697,741,44
5986,2025-12-09,807,859,52
5986,2025-12-10,1075,1146,71
5986,2025-12-11,4131,4420,289
5986,2025-12-12,1131,1208,77
5986,2025-12-13,783,839,56
5986,2025-12-14,704,756,52
5986,2025-12-15,856,919,63
5986,2025-12-16,926,995,69
5986,2025-12-17,1388,1491,103
5986,2025-12-18,4142,4448,306
5986,2025-12-19,1267,1363,96
5986,2025-12-20,923,991,68
5986,2025-12-21,597,642,45
6037,2025-11-22,91,91,0
6037,2025-11-23,84,84,0
6037,2025-11-24,80,80,0
6037,2025-11-25,90,90,0
6037,2025-11-26,96,96,0
6037,2025-11-27,109,109,0
6037,2025-11-28,60,60,0
6037,2025-11-29,65,69,4
6037,2025-11-30,72,77,5
6037,2025-12-01,70,75,5
6037,2025-12-02,58,62,4
6037,2025-12-03,51,55,4
6037,2025-12-04,94,102,8
6037,2025-12-05,52,57,5
6037,2025-12-06,67,72,5
6037,2025-12-07,66,71,5
6037,2025-12-08,79,84,5
6037,2025-12-09,68,73,5
6037,2025-12-10,82,88,6
6037,2025-12-11,119,127,8
6037,2025-12-12,73,78,5
6037,2025-12-13,76,82,6
6037,2025-12-14,75,80,5
6037,2025-12-15,85,91,6
6037,2025-12-16,85,92,7
6037,2025-12-17,97,104,7
6037,2025-12-18,124,133,9
6037,2025-12-19,88,95,7
6037,2025-12-20,91,97,6
6037,2025-12-21,64,68,4
6081,2025-11-22,1,1,0
6081,2025-11-23,0,0,0
6081,2025-11-24,4,4,0
6081,2025-11-25,1,1,0
6081,2025-11-26,2,2,0
6081,2025-11-27,2,2,0
6081,2025-11-28,1,1,0
6081,2025-11-29,1,1,0
6081,2025-11-30,2,2,0
6081,2025-12-01,4,4,0
6081,2025-12-02,2,2,0
6081,2025-12-03,2,3,1
6081,2025-12-04,4,4,0
6081,2025-12-05,3,3,0
6081,2025-12-06,4,4,0
6081,2025-12-07,3,4,1
6081,2025-12-08,3,4,1
6081,2025-12-09,4,4,0
6081,2025-12-10,5,5,0
6081,2025-12-11,6,6,0
6081,2025-12-12,4,5,1
6081,2025-12-13,5,5,0
6081,2025-12-14,3,4,1
6081,2025-12-15,4,4,0
6081,2025-12-16,4,4,0
6081,2025-12-17,4,4,0
6081,2025-12-18,4,4,0
6081,2025-12-19,4,4,0
6081,2025-12-20,4,4,0
6081,2025-12-21,3,3,0
6093,2025-11-22,466,466,0
6093,2025-11-23,471,471,0
6093,2025-11-24,437,437,0
6093,2025-11-25,415,415,0
6093,2025-11-26,521,521,0
6093,2025-11-27,1115,1115,0
6093,2025-11-28,616,616,0
6093,2025-11-29,298,319,21
6093,2025-11-30,277,298,21
6093,2025-12-01,311,332,21
6093,2025-12-02,337,360,23
6093,2025-12-03,539,580,41
6093,2025-12-04,1047,1138,91
6093,2025-12-05,691,748,57
6093,2025-12-06,380,402,22
6093,2025-12-07,335,356,21
6093,2025-12-08,361,383,22
6093,2025-12-09,378,401,23
6093,2025-12-10,428,456,28
6093,2025-12-11,1049,1119,70
6093,2025-12-12,555,590,35
6093,2025-12-13,471,502,31
6093,2025-12-14,344,367,23
6093,2025-12-15,312,334,22
6093,2025-12-16,385,413,28
6093,2025-12-17,445,477,32
6093,2025-12-18,733,787,54
6093,2025-12-19,386,415,29
6093,2025-12-20,312,335,23
6093,2025-12-21,254,273,19
6095,2025-11-22,197,197,0
6095,2025-11-23,283,283,0
6095,2025-11-24,144,144,0
6095,2025-11-25,144,144,0
6095,2025-11-26,217,217,0
6095,2025-11-27,501,501,0
6095,2025-11-28,56,56,0
6095,2025-11-29,53,56,3
6095,2025-11-30,41,43,2
6095,2025-12-01,54,58,4
6095,2025-12-02,66,70,4
6095,2025-12-03,133,143,10
6095,2025-12-04,275,300,25
6095,2025-12-05,72,78,6
6095,2025-12-06,99,104,5
6095,2025-12-07,96,101,5
6095,2025-12-08,85,90,5
6095,2025-12-09,75,79,4
6095,2025-12-10,170,180,10
6095,2025-12-11,346,370,24
6095,2025-12-12,72,76,4
6095,2025-12-13,76,82,6
6095,2025-12-14,71,76,5
6095,2025-12-15,81,86,5
6095,2025-12-16,140,149,9
6095,2025-12-17,191,204,13
6095,2025-12-18,312,335,23
6095,2025-12-19,89,95,6
6095,2025-12-20,99,106,7
6095,2025-12-21,45,48,3
6126,2025-11-22,0,0,0
6126,2025-11-23,0,0,0
6126,2025-11-24,0,0,0
6126,2025-11-25,0,0,0
6126,2025-11-26,0,0,0
6126,2025-11-27,0,0,0
6126,2025-11-28,0,0,0
6126,2025-11-29,0,0,0
6126,2025-11-30,0,0,0
6126,2025-12-01,0,0,0
6126,2025-12-02,0,0,0
6126,2025-12-03,0,0,0
6126,2025-12-04,0,0,0
6126,2025-12-05,0,0,0
6126,2025-12-06,0,0,0
6126,2025-12-07,0,0,0
6126,2025-12-08,0,0,0
6126,2025-12-09,0,0,0
6126,2025-12-10,0,0,0
6126,2025-12-11,0,0,0
6126,2025-12-12,0,0,0
6126,2025-12-13,0,0,0
6126,2025-12-14,0,0,0
6126,2025-12-15,0,0,0
6126,2025-12-16,0,0,0
6126,2025-12-17,0,0,0
6126,2025-12-18,0,0,0
6126,2025-12-19,0,0,0
6126,2025-12-20,0,0,0
6126,2025-12-21,0,0,0
6179,2025-11-22,1,1,0
6179,2025-11-23,0,0,0
6179,2025-11-24,0,0,0
6179,2025-11-25,3,3,0
6179,2025-11-26,4,4,0
6179,2025-11-27,6,6,0
6179,2025-11-28,5,5,0
6179,2025-11-29,0,0,0
6179,2025-11-30,0,0,0
6179,2025-12-01,0,0,0
6179,2025-12-02,0,0,0
6179,2025-12-03,0,0,0
6179,2025-12-04,0,0,0
6179,2025-12-05,0,0,0
6179,2025-12-06,0,0,0
6179,2025-12-07,0,0,0
6179,2025-12-08,0,0,0
6179,2025-12-09,0,0,0
6179,2025-12-10,0,0,0
6179,2025-12-11,0,0,0
6179,2025-12-12,6,6,0
6179,2025-12-13,0,0,0
6179,2025-12-14,4,5,1
6179,2025-12-15,0,0,0
6179,2025-12-16,0,0,0
6179,2025-12-17,0,0,0
6179,2025-12-18,0,0,0
6179,2025-12-19,0,0,0
6179,2025-12-20,0,0,0
6179,2025-12-21,0,0,0
6197,2025-11-22,4,4,0
6197,2025-11-23,4,4,0
6197,2025-11-24,0,0,0
6197,2025-11-25,4,4,0
6197,2025-11-26,0,0,0
6197,2025-11-27,0,0,0
6197,2025-11-28,0,0,0
6197,2025-11-29,0,0,0
6197,2025-11-30,0,0,0
6197,2025-12-01,0,0,0
6197,2025-12-02,0,0,0
6197,2025-12-03,0,0,0
6197,2025-12-04,3,4,1
6197,2025-12-05,0,0,0
6197,2025-12-06,0,0,0
6197,2025-12-07,0,0,0
6197,2025-12-08,0,0,0
6197,2025-12-09,0,0,0
6197,2025-12-10,0,0,0
6197,2025-12-11,0,0,0
6197,2025-12-12,0,0,0
6197,2025-12-13,0,0,0
6197,2025-12-14,0,0,0
6197,2025-12-15,0,0,0
6197,2025-12-16,0,0,0
6197,2025-12-17,0,0,0
6197,2025-12-18,0,0,0
6197,2025-12-19,0,0,0
6197,2025-12-20,0,0,0
6197,2025-12-21,0,0,0
6235,2025-11-22,2,2,0
6235,2025-11-23,2,2,0
6235,2025-11-24,1,1,0
6235,2025-11-25,1,1,0
6235,2025-11-26,1,1,0
6235,2025-11-27,1,1,0
6235,2025-11-28,1,1,0
6235,2025-11-29,1,1,0
6235,2025-11-30,1,1,0
6235,2025-12-01,1,1,0
6235,2025-12-02,1,1,0
6235,2025-12-03,1,1,0
6235,2025-12-04,1,1,0
6235,2025-12-05,1,1,0
6235,2025-12-06,1,1,0
6235,2025-12-07,3,3,0
6235,2025-12-08,1,1,0
6235,2025-12-09,1,1,0
6235,2025-12-10,1,1,0
6235,2025-12-11,2,2,0
6235,2025-12-12,1,1,0
6235,2025-12-13,1,1,0
6235,2025-12-14,1,1,0
6235,2025-12-15,1,1,0
6235,2025-12-16,1,1,0
6235,2025-12-17,1,1,0
6235,2025-12-18,2,2,0
6235,2025-12-19,1,1,0
6235,2025-12-20,1,1,0
6235,2025-12-21,0,0,0
6248,2025-11-22,1555,1555,0
6248,2025-11-23,1472,1472,0
6248,2025-11-24,1273,1273,0
6248,2025-11-25,1440,1440,0
6248,2025-11-26,2398,2398,0
6248,2025-11-27,3465,3465,0
6248,2025-11-28,1038,1038,0
6248,2025-11-29,707,763,56
6248,2025-11-30,806,868,62
6248,2025-12-01,726,782,56
6248,2025-12-02,844,911,67
6248,2025-12-03,1428,1548,120
6248,2025-12-04,3155,3438,283
6248,2025-12-05,1247,1353,106
6248,2025-12-06,1103,1173,70
6248,2025-12-07,926,984,58
6248,2025-12-08,856,911,55
6248,2025-12-09,1020,1085,65
6248,2025-12-10,1447,1543,96
6248,2025-12-11,3343,3572,229
6248,2025-12-12,998,1066,68
6248,2025-12-13,870,937,67
6248,2025-12-14,856,919,63
6248,2025-12-15,972,1045,73
6248,2025-12-16,996,1070,74
6248,2025-12-17,1407,1516,109
6248,2025-12-18,2118,2280,162
6248,2025-12-19,1047,1129,82
6248,2025-12-20,922,994,72
6248,2025-12-21,617,664,47
6249,2025-11-22,19,19,0
6249,2025-11-23,56,56,0
6249,2025-11-24,21,21,0
6249,2025-11-25,25,25,0
6249,2025-11-26,40,40,0
6249,2025-11-27,52,52,0
6249,2025-11-28,21,21,0
6249,2025-11-29,23,25,2
6249,2025-11-30,28,30,2
6249,2025-12-01,20,22,2
6249,2025-12-02,22,24,2
6249,2025-12-03,31,33,2
6249,2025-12-04,43,47,4
6249,2025-12-05,22,24,2
6249,2025-12-06,25,27,2
6249,2025-12-07,24,26,2
6249,2025-12-08,22,24,2
6249,2025-12-09,23,24,1
6249,2025-12-10,32,34,2
6249,2025-12-11,40,43,3
6249,2025-12-12,20,22,2
6249,2025-12-13,26,28,2
6249,2025-12-14,22,24,2
6249,2025-12-15,28,30,2
6249,2025-12-16,27,30,3
6249,2025-12-17,32,34,2
6249,2025-12-18,43,46,3
6249,2025-12-19,29,32,3
6249,2025-12-20,25,27,2
6249,2025-12-21,20,22,2
6261,2025-11-22,10,10,0
6261,2025-11-23,20,20,0
6261,2025-11-24,12,12,0
6261,2025-11-25,17,17,0
6261,2025-11-26,18,18,0
6261,2025-11-27,51,51,0
6261,2025-11-28,16,16,0
6261,2025-11-29,8,9,1
6261,2025-11-30,10,11,1
6261,2025-12-01,11,12,1
6261,2025-12-02,12,13,1
6261,2025-12-03,14,16,2
6261,2025-12-04,66,73,7
6261,2025-12-05,32,35,3
6261,2025-12-06,18,19,1
6261,2025-12-07,18,20,2
6261,2025-12-08,19,21,2
6261,2025-12-09,20,21,1
6261,2025-12-10,28,30,2
6261,2025-12-11,126,135,9
6261,2025-12-12,29,31,2
6261,2025-12-13,18,20,2
6261,2025-12-14,17,19,2
6261,2025-12-15,25,27,2
6261,2025-12-16,30,32,2
6261,2025-12-17,33,36,3
6261,2025-12-18,96,103,7
6261,2025-12-19,33,35,2
6261,2025-12-20,20,22,2
6261,2025-12-21,14,15,1
6268,2025-11-22,2477,2477,0
6268,2025-11-23,2385,2385,0
6268,2025-11-24,2205,2205,0
6268,2025-11-25,2292,2292,0
6268,2025-11-26,3601,3601,0
6268,2025-11-27,4589,4589,0
6268,2025-11-28,1701,1701,0
6268,2025-11-29,1598,1700,102
6268,2025-11-30,1495,1604,109
6268,2025-12-01,1501,1612,111
6268,2025-12-02,1342,1449,107
6268,2025-12-03,2474,2682,208
6268,2025-12-04,3990,4347,357
6268,2025-12-05,1815,1975,160
6268,2025-12-06,1376,1466,90
6268,2025-12-07,1179,1256,77
6268,2025-12-08,1282,1366,84
6268,2025-12-09,1398,1491,93
6268,2025-12-10,2309,2464,155
6268,2025-12-11,4482,4799,317
6268,2025-12-12,1610,1722,112
6268,2025-12-13,1164,1251,87
6268,2025-12-14,975,1048,73
6268,2025-12-15,1149,1236,87
6268,2025-12-16,1310,1408,98
6268,2025-12-17,2333,2508,175
6268,2025-12-18,3262,3509,247
6268,2025-12-19,1556,1673,117
6268,2025-12-20,1208,1300,92
6268,2025-12-21,819,883,64
6287,2025-11-22,62,62,0
6287,2025-11-23,76,76,0
6287,2025-11-24,62,62,0
6287,2025-11-25,57,57,0
6287,2025-11-26,74,74,0
6287,2025-11-27,106,106,0
6287,2025-11-28,57,57,0
6287,2025-11-29,46,49,3
6287,2025-11-30,56,60,4
6287,2025-12-01,45,49,4
