city_code,checkin,horizon,observed,final,remaining_demand,observed_total,days_to_checkin,pickup_1d,pickup_3d,pickup_7d,pickup_14d,pickup_velocity_3d,pickup_velocity_7d,pickup_velocity_14d,pickup_acceleration_3d,pickup_acceleration_7d,pickup_1d_share,pickup_3d_share,pickup_7d_share,pickup_3d_over_7d,active_search_days,days_since_first_search,days_since_last_search,max_daily_search,mean_daily_search,std_daily_search,search_span,expected_completion_fraction,expected_remaining_fraction,pickup_baseline_prediction,pickup_baseline_remaining,pickup_surprise,checkin_weekday,is_weekend,checkin_day_of_month,jalali_month,jalali_day,province_code,lat,long,city_hist_mean,city_hist_median,city_hist_p75,city_hist_p90,city_hist_std,city_volatility,city_weekend_ratio,city_weekday_mean,market_observed_total,market_pickup_1d,market_pickup_3d,market_pickup_7d,market_pickup_14d,market_pickup_velocity_3d,market_pickup_velocity_7d,market_pickup_velocity_14d,market_pickup_acceleration_3d,market_pickup_acceleration_7d,city_share_of_market,province_observed_total,province_pickup_1d,province_pickup_3d,province_pickup_7d,province_pickup_14d,province_pickup_velocity_3d,province_pickup_velocity_7d,province_pickup_velocity_14d,province_pickup_acceleration_3d,province_pickup_acceleration_7d,city_share_of_province
6613,2025-02-01,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.53,0.47,0,0,0,5,0,1,11,13,754,37.26,50.01,17.95,11,20,40.6,22.28,1.241,1.284,15.75,1.288e+05,1.166e+04,3.193e+04,5.632e+04,8.726e+04,1.064e+04,8045,6233,4401,3624,0,1.118e+04,1408,3282,5910,8594,1094,844.3,613.9,393.7,460.9,0
7274,2025-02-01,1,1038,1171,133,1038,1,136,356,623,844,118.7,89,60.29,51.67,57.43,0.131,0.343,0.6002,0.5714,34,51,0,168,30.53,38.32,51,0.9052,0.09483,1147,108.7,1.038e+09,5,0,1,11,13,149,36.29,52.88,5012,3281,5766,1.141e+04,5135,1.025,1.642,3788,1.872e+05,1.664e+04,4.548e+04,9.034e+04,1.3e+05,1.516e+04,1.291e+04,9283,3402,7246,0.005545,2.784e+04,3793,1.023e+04,1.814e+04,2.315e+04,3410,2592,1654,1248,1877,0.03728
7416,2025-02-01,21,0,6,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.08223,0.9178,0,0,0,5,0,1,11,13,424,32.42,52.65,29.65,13,26,69,51.61,1.74,2.644,15.77,3.46e+04,2502,6861,1.466e+04,2.419e+04,2287,2095,1728,307.7,734,0,891,28,96,280,633,32,40,45.21,-10.67,-10.43,0
8695,2025-02-01,14,8,24,16,8,14,1,1,4,6,0.3333,0.5714,0.4286,-0.6667,0.2857,0.125,0.125,0.5,0.25,6,26,0,3,1.333,0.7454,26,0.198,0.802,40.4,32.4,1.25,5,0,1,11,13,424,33.59,51.59,114,58,121,238.2,166,1.457,1.67,75.92,6.202e+04,4778,1.277e+04,2.741e+04,4.208e+04,4256,3916,3005,473.3,1822,0.000129,1528,140,304,637,917,101.3,91,65.5,17,51,0.005236
8789,2025-02-01,21,0,4,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.1583,0.8417,0,0,0,5,0,1,11,13,424,32.7,51.1,6.4,2,6,14.6,13.65,2.133,1.032,5.596,3.46e+04,2502,6861,1.466e+04,2.419e+04,2287,2095,1728,307.7,734,0,891,28,96,280,633,32,40,45.21,-10.67,-10.43,0
8856,2025-02-01,2,358,529,171,358,2,54,123,214,297,41,30.57,21.21,20.33,18.71,0.1508,0.3436,0.5978,0.5748,33,54,0,54,10.85,12.88,54,0.7162,0.2838,499.9,141.9,3.58e+08,5,0,1,11,13,987,35.82,51.64,1516,873,1704,3256,1720,1.135,1.819,965.4,1.706e+05,1.409e+04,4.178e+04,8.126e+04,1.178e+05,1.393e+04,1.161e+04,8412,3283,6391,0.002099,2.657e+04,2918,8235,1.494e+04,1.95e+04,2745,2134,1392,900.3,1482,0.01347
8957,2025-02-01,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.1583,0.8417,0,0,0,5,0,1,11,13,424,33.7,51.98,0.5507,0,0,2,1.418,2.576,1.211,0.4808,3.46e+04,2502,6861,1.466e+04,2.419e+04,2287,2095,1728,307.7,734,0,891,28,96,280,633,32,40,45.21,-10.67,-10.43,0
9220,2025-02-01,25,1,30,29,1,25,0,1,1,1,0.3333,0.1429,0.07143,0.3333,0.1429,0,1,1,1,1,1,1,1,1,0,0,0.237,0.763,4.219,3.219,0.5079,5,0,1,11,13,490,26.95,55.59,20.24,10,22,43,31.55,1.559,1.188,17.13,2.599e+04,2195,6050,1.214e+04,1.933e+04,2017,1734,1381,392.7,707.3,3.848e-05,1.532e+04,1275,3538,6939,1.135e+04,1179,991.3,810.7,283,361.1,6.53e-05
9767,2025-02-01,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.8555,0.1445,0,0,0,5,0,1,11,13,490,26.6,54.94,0.005479,0,0,0,0.1047,19.1,0,0.03846,1.565e+05,1.475e+04,3.934e+04,7.262e+04,1.072e+05,1.311e+04,1.037e+04,7659,3841,5430,0,7.712e+04,4539,1.301e+04,2.795e+04,4.71e+04,4335,3993,3364,286.3,1257,0
9767,2025-02-01,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.6653,0.3347,0,0,0,5,0,1,11,13,490,26.6,54.94,0.005479,0,0,0,0.1047,19.1,0,0.03846,1.065e+05,9595,2.26e+04,4.444e+04,7.185e+04,7533,6348,5132,1855,2432,0,5.999e+04,4676,1.082e+04,2.242e+04,3.94e+04,3606,3203,2814,635,778.9,0
9899,2025-02-01,7,5,27,22,5,7,0,0,0,3,0,0,0.2143,0,-0.4286,0,0,0,0,3,47,9,3,1.667,0.9428,38,0.2915,0.7085,17.15,12.15,4.288,5,0,1,11,13,987,35.62,52.15,128.3,49,110,242.2,302.4,2.358,1.749,71.29,1.065e+05,9595,2.26e+04,4.444e+04,7.185e+04,7533,6348,5132,1855,2432,4.697e-05,1.434e+04,1538,3533,6430,9266,1178,918.6,661.9,398.7,513.4,0.0003487
2168,2025-02-02,30,0,2,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.08178,0.9182,0,0,0,6,0,2,11,14,424,32.56,51.57,4.488,3,5,8,7.152,1.594,1.002,4.442,1.761e+04,1679,4162,8520,1.309e+04,1387,1217,935.2,288,563.9,0,553,62,162,302,427,54,43.14,30.5,15.33,25.29,0
3124,2025-02-02,2,82,130,48,82,2,5,19,19,41,6.333,2.714,2.929,6.333,-0.4286,0.06098,0.2317,0.2317,1,14,40,0,12,5.857,3.502,40,0.7487,0.2513,109.5,27.53,8.2e+07,6,0,2,11,14,754,37.38,49.65,429.4,282,521,799,444.6,1.035,1.265,337.5,1.717e+05,1.366e+04,3.818e+04,7.804e+04,1.158e+05,1.273e+04,1.115e+04,8271,2469,5754,0.0004777,1.537e+04,1680,4050,8387,1.192e+04,1350,1198,851.1,134.7,694,0.005334
3723,2025-02-02,1,62,90,28,62,1,10,15,35,43,5,5,3.071,-0.3333,3.857,0.1613,0.2419,0.5645,0.4286,18,44,0,10,3.444,2.455,44,0.8598,0.1402,72.11,10.11,6.2e+07,6,0,2,11,14,490,26.55,54.89,62.61,35,68,103,92.88,1.483,0.9815,56.21,1.903e+05,1.866e+04,4.387e+04,8.762e+04,1.301e+05,1.462e+04,1.252e+04,9293,3069,6449,0.0003258,8.591e+04,3604,1.114e+04,2.761e+04,4.98e+04,3715,3944,3557,-505.7,774.7,0.0007217
3723,2025-02-02,21,9,90,81,9,21,0,0,3,7,0,0.4286,0.5,-1,-0.1429,0,0,0.3333,0,4,24,4,4,2.25,1.299,20,0.2194,0.7806,41.02,32.02,2.365,6,0,2,11,14,490,26.55,54.89,62.61,35,68,103,92.88,1.483,0.9815,56.21,3.692e+04,3160,7811,1.544e+04,2.569e+04,2604,2205,1835,689,741.1,0.0002438,2.166e+04,2069,5072,9409,1.525e+04,1691,1344,1089,617,509.7,0.0004155
7058,2025-02-02,7,7,13,6,7,7,0,0,2,6,0,0.2857,0.4286,-0.6667,-0.2857,0,0,0.2857,0,3,20,3,4,2.333,1.247,17,0.4436,0.5564,15.78,8.78,7e+06,6,0,2,11,14,754,37.07,50.4,134,72,164,321.6,154.6,1.154,1.144,112.8,1.118e+05,9096,2.551e+04,4.681e+04,7.488e+04,8502,6687,5348,3152,2677,6.261e-05,8764,1088,2566,4572,6491,855.3,653.1,463.6,296,379,0.0007987
7201,2025-02-02,10,58,214,156,58,10,19,25,38,50,8.333,5.429,3.571,4,3.714,0.3276,0.431,0.6552,0.6579,11,34,0,19,5.273,4.919,34,0.3631,0.6369,159.7,101.7,5.8e+07,6,0,2,11,14,754,37.25,50.25,896.9,584,1074,1968,967,1.078,1.185,748.3,8.629e+04,5733,1.605e+04,3.477e+04,5.718e+04,5351,4967,4084,559,1766,0.0006722,6198,761,1678,3099,4314,559.3,442.7,308.1,204.7,269.1,0.009358
8504,2025-02-02,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.3919,0.6081,0,0,0,6,0,2,11,14,987,35.31,51.72,0.005479,0,0,0,0.1047,19.1,0,0,1.118e+05,9096,2.551e+04,4.681e+04,7.488e+04,8502,6687,5348,3152,2677,0,1.538e+04,1446,3798,6706,9701,1266,958,692.9,530,530.1,0
8593,2025-02-02,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.8796,0.1204,0,0,0,6,0,2,11,14,424,33.6,51.23,0.005479,0,0,0,0.1047,19.1,0,0,1.903e+05,1.866e+04,4.387e+04,8.762e+04,1.301e+05,1.462e+04,1.252e+04,9293,3069,6449,0,6266,801,1951,3512,4734,650.3,501.7,338.1,231.7,327.1,0
9076,2025-02-02,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.2831,0.7169,0,0,0,6,0,2,11,14,289,35.24,60.62,0.01096,0,0,0,0.1478,13.49,0,0,4.799e+04,4017,1.107e+04,2.076e+04,3.354e+04,3690,2965,2396,1087,1140,0,2981,222,719,1020,1848,239.7,145.7,132,167.3,27.43,0
9936,2025-02-02,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.2319,0.7681,0,0,0,6,0,2,11,14,289,34.8,60.51,0.005479,0,0,0,0.1047,19.1,0,0,3.692e+04,3160,7811,1.544e+04,2.569e+04,2604,2205,1835,689,741.1,0,2262,88,217,535,1346,72.33,76.43,96.14,-14.67,-39.43,0
1120,2025-02-03,7,5,12,7,5,7,0,0,5,5,0,0.7143,0.3571,-1.667,0.7143,0,0,1,0,2,4,3,3,2.5,0.5,1,0.3103,0.6897,16.11,11.11,1.874,0,0,3,11,15,987,35.69,50.84,45.61,31,48,88.2,51.46,1.128,1.752,33.15,1.225e+05,9785,2.77e+04,5.13e+04,8.056e+04,9233,7329,5755,3104,3149,4.08e-05,1.703e+04,1737,4356,7744,1.112e+04,1452,1106,794.6,543.3,623.3,0.0002937
1307,2025-02-03,7,0,6,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.4157,0.5843,0,0,0,0,0,3,11,15,149,37.07,50.39,40.48,9,42,92.2,79.14,1.955,1.065,38.13,1.225e+05,9785,2.77e+04,5.13e+04,8.056e+04,9233,7329,5755,3104,3149,0,1.355e+04,1237,4136,6769,9748,1379,967,696.3,663.7,541.4,0
2587,2025-02-03,1,194,247,53,194,1,32,51,92,148,17,13.14,10.57,5.333,5.143,0.1649,0.2629,0.4742,0.5543,20,32,0,32,9.7,8.48,32,0.8671,0.1329,223.7,29.73,1.94e+08,0,0,3,11,15,754,37.2,50.15,638.8,426,684,1218,712.2,1.115,1.24,534.5,2.05e+05,2.075e+04,5.067e+04,9.22e+04,1.391e+05,1.689e+04,1.317e+04,9934,6308,6475,0.0009465,1.944e+04,2865,6472,1.104e+04,1.544e+04,2157,1578,1103,1056,949.4,0.00998
3927,2025-02-03,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.8796,0.1204,0,0,0,0,0,3,11,15,424,32.56,51.51,9.027,6,11,18,12.25,1.356,1.129,7.385,2.05e+05,2.075e+04,5.067e+04,9.22e+04,1.391e+05,1.689e+04,1.317e+04,9934,6308,6475,0,6906,892,1982,3712,5185,660.7,530.3,370.4,189.3,319.9,0
5265,2025-02-03,3,14,27,13,14,3,2,2,5,11,0.6667,0.7143,0.7857,-0.3333,-0.1429,0.1429,0.1429,0.3571,0.4,6,35,0,6,2.333,1.7,35,0.6734,0.3266,20.79,6.789,12.99,0,0,3,11,15,424,32.68,51.53,22.55,17,26,36.6,21.78,0.9659,1,21.98,1.672e+05,1.29e+04,3.474e+04,7.234e+04,1.103e+05,1.158e+04,1.034e+04,7877,2090,4915,8.374e-05,5375,451,1515,2819,3908,505,402.7,279.1,180.7,247.1,0.002605
5683,2025-02-03,10,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.3423,0.6577,0,0,0,0,0,3,11,15,424,32.6,51.55,4.786,4,7,12,5.484,1.146,1.047,4.442,9.484e+04,7173,1.839e+04,3.794e+04,6.188e+04,6129,5420,4420,1018,2000,0,2556,188,535,1089,1665,178.3,155.6,118.9,30.33,73.29,0
6733,2025-02-03,14,3,21,18,3,14,0,0,0,3,0,0,0.2143,0,-0.4286,0,0,0,0,1,11,11,3,3,0,0,0.2051,0.7949,14.62,11.62,0.3745,0,0,3,11,15,754,37.28,49.77,161.8,102,183,331,182.9,1.131,1.255,136.1,7.124e+04,5354,1.434e+04,2.926e+04,4.678e+04,4778,4180,3341,914.3,1678,4.211e-05,4369,375,1065,2016,3016,355,288,215.4,79.67,145.1,0.0006867
7039,2025-02-03,10,13,21,8,13,10,0,2,2,2,0.6667,0.2857,0.1429,0.6667,0.2857,0,0.1538,0.1538,1,4,31,2,6,3.25,1.639,29,0.8855,0.1145,14.68,1.681,0.8898,0,0,3,11,15,424,32.63,51.35,52.46,39,55,78,55.6,1.06,1.13,48.06,9.484e+04,7173,1.839e+04,3.794e+04,6.188e+04,6129,5420,4420,1018,2000,0.0001371,2556,188,535,1089,1665,178.3,155.6,118.9,30.33,73.29,0.005086
7458,2025-02-03,30,0,1,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.06825,0.9317,0,0,0,0,0,3,11,15,754,37.41,49.12,2.956,1,4,8,4.555,1.541,1.298,2.365,2.024e+04,2320,5429,9762,1.494e+04,1810,1395,1067,696,654.3,0,1149,85,267,496,830,89,70.86,59.29,24,23.14,0
8304,2025-02-03,3,92,143,51,92,3,3,23,51,73,7.667,7.286,5.214,1.333,4.143,0.03261,0.25,0.5543,0.451,20,55,0,14,4.6,3.693,55,0.5432,0.4568,169.4,77.38,9.2e+07,0,0,3,11,15,987,35.75,52.77,775.3,301,745,1618,1458,1.88,1.853,522.7,1.672e+05,1.29e+04,3.474e+04,7.234e+04,1.103e+05,1.158e+04,1.034e+04,7877,2090,4915,0.0005503,2.559e+04,2748,6918,1.292e+04,1.802e+04,2306,1846,1287,737.3,1118,0.003595
8999,2025-02-03,7,436,1075,639,436,7,34,120,204,302,40,29.14,21.57,14.33,15.14,0.07798,0.2752,0.4679,0.5882,35,45,0,64,12.46,13.18,45,0.3998,0.6002,1091,654.6,4.36e+08,0,0,3,11,15,424,33.98,51.43,4253,1856,3831,8793,7176,1.687,1.745,2926,1.225e+05,9785,2.77e+04,5.13e+04,8.056e+04,9233,7329,5755,3104,3149,0.003558,3510,316,954,1650,2446,318,235.7,174.7,139.7,122,0.1242
1011,2025-02-04,25,9,120,111,9,25,0,5,5,8,1.667,0.7143,0.5714,1.667,0.2857,0,0.5556,0.5556,1,4,17,2,5,2.25,1.639,15,0.04221,0.9578,213.2,204.2,1.075,1,0,4,11,16,149,35.88,52.17,306.4,180,345,714.4,313.2,1.022,2.027,228.1,3.243e+04,2258,6176,1.456e+04,2.304e+04,2059,2079,1645,10.67,868,0.0002775,2511,207,472,1089,1844,157.3,155.6,131.7,3.333,47.71,0.003584
1173,2025-02-04,21,2,2,0,2,21,0,0,2,2,0,0.2857,0.1429,0,0.2857,0,0,1,0,1,6,6,2,2,0,0,0.1464,0.8536,13.66,11.66,1.992,1,0,4,11,16,987,35.81,52.51,14.62,6,12,36.2,29.95,2.048,2.018,10.37,4.521e+04,3358,1.025e+04,1.896e+04,3.133e+04,3418,2708,2238,1137,940.9,4.424e-05,6267,388,1228,2460,4328,409.3,351.4,309.1,102,84.57,0.0003191
1859,2025-02-04,2,14,17,3,14,2,0,0,14,14,0,2,1,-4.333,2,0,0,1,0,2,6,3,13,7,6,3,0.767,0.233,18.25,4.252,284.5,1,0,4,11,16,424,32.49,51.78,15.19,14,21,32,12.68,0.8346,1.211,14.38,1.99e+05,1.79e+04,4.587e+04,8.622e+04,1.336e+05,1.529e+04,1.232e+04,9541,5397,5552,7.035e-05,6858,745,1713,3676,5201,571,525.1,371.5,46.67,307.3,0.002041
1916,2025-02-04,5,2,7,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,39,2,2,0,0,0.4773,0.5227,4.19,2.19,1.684,1,0,4,11,16,987,35.56,52.16,27.26,17,29,52.6,44.18,1.62,1.283,26.73,1.531e+05,9326,2.968e+04,6.635e+04,1.007e+05,9892,9479,7194,64.67,4571,1.306e-05,2.118e+04,1442,4557,9900,1.423e+04,1519,1414,1016,72.33,796.1,9.441e-05
2028,2025-02-04,2,21,32,11,21,2,0,0,6,9,0,0.8571,0.6429,0,0.4286,0,0,0.2857,0,6,56,6,6,3.5,1.607,50,0.7206,0.2794,29.14,8.141,2.1e+07,1,0,4,11,16,149,36.36,52.74,85.66,60,102,189,74.73,0.8724,1.527,72,1.99e+05,1.79e+04,4.587e+04,8.622e+04,1.336e+05,1.529e+04,1.232e+04,9541,5397,5552,0.0001055,2.783e+04,3784,9012,1.541e+04,2.236e+04,3004,2202,1597,1404,1209,0.0007545
2969,2025-02-04,2,183,246,63,183,2,10,53,121,149,17.67,17.29,10.64,-2.667,13.29,0.05464,0.2896,0.6612,0.438,23,33,0,27,7.957,7.555,33,0.6607,0.3393,277,93.97,1.83e+08,1,0,4,11,16,987,35.74,51.82,281.2,148,255,393.2,591.3,2.103,1.306,305.5,1.99e+05,1.79e+04,4.587e+04,8.622e+04,1.336e+05,1.529e+04,1.232e+04,9541,5397,5552,0.0009195,3.097e+04,4102,9787,1.599e+04,2.26e+04,3262,2284,1614,1743,1340,0.005909
3140,2025-02-04,14,17,85,68,17,14,1,2,9,12,0.6667,1.286,0.8571,-1.667,0.8571,0.05882,0.1176,0.5294,0.2222,7,28,0,7,2.429,2.129,28,0.1457,0.8543,116.7,99.66,2.845,1,0,4,11,16,929,36.17,50.77,624,226,528,1386,1283,2.057,1.728,540.7,7.563e+04,5197,1.485e+04,3.042e+04,4.938e+04,4951,4346,3527,967.3,1638,0.0002248,1889,187,459,843,1134,153,120.4,81,52.67,78.86,0.008999
3364,2025-02-04,7,3,7,4,3,7,0,1,1,2,0.3333,0.1429,0.1429,0.3333,0,0,0.3333,0.3333,1,3,15,1,1,1,0,14,0.3221,0.6779,9.313,6.313,1.643,1,0,4,11,16,929,36.03,51.17,24.55,14,27,53.6,34.84,1.419,1.767,19.98,1.335e+05,1.001e+04,3.007e+04,5.784e+04,8.827e+04,1.002e+04,8263,6305,2560,3917,2.248e-05,3762,418,1081,1873,2716,360.3,267.6,194,126.7,147.1,0.0007974
5265,2025-02-04,3,22,35,13,22,3,6,8,10,19,2.667,1.429,1.357,2,0.1429,0.2727,0.3636,0.4545,0.8,8,36,0,6,2.75,1.92,36,0.6734,0.3266,32.67,10.67,20.42,1,0,4,11,16,424,32.68,51.53,22.55,17,26,36.6,21.78,0.9659,1,23.44,1.811e+05,1.559e+04,3.729e+04,7.771e+04,1.203e+05,1.243e+04,1.11e+04,8595,2089,5012,0.0001215,6113,534,1513,3327,4566,504.3,475.3,326.1,31.67,298.3,0.003599
5414,2025-02-04,25,30,500,470,30,25,0,2,15,17,0.6667,2.143,1.214,-3.667,1.857,0,0.06667,0.5,0.1333,11,31,1,11,2.727,2.666,30,0.08081,0.9192,371.3,341.3,3e+07,1,0,4,11,16,149,36.52,52.68,1577,1064,1798,3319,1507,0.956,1.495,1394,3.243e+04,2258,6176,1.456e+04,2.304e+04,2059,2079,1645,10.67,868,0.0009251,2511,207,472,1089,1844,157.3,155.6,131.7,3.333,47.71,0.01195
7401,2025-02-04,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.4773,0.5227,0,0,0,1,0,4,11,16,987,35.61,51.03,3.477,2,5,8,3.754,1.08,1.637,3.346,1.531e+05,9326,2.968e+04,6.635e+04,1.007e+05,9892,9479,7194,64.67,4571,0,2.118e+04,1442,4557,9900,1.423e+04,1519,1414,1016,72.33,796.1,0
7412,2025-02-04,1,135,167,32,135,1,11,31,58,100,10.33,8.286,7.143,2.667,2.286,0.08148,0.2296,0.4296,0.5345,25,50,0,14,5.4,3.97,50,0.8884,0.1116,152,16.95,1.35e+08,1,0,4,11,16,149,36.85,50.47,1184,977,1708,2615,1017,0.8587,1.108,1145,2.189e+05,1.991e+04,5.34e+04,9.546e+04,1.485e+05,1.78e+04,1.364e+04,1.061e+04,7118,6060,0.0006166,3.24e+04,4570,1.128e+04,1.838e+04,2.626e+04,3759,2626,1876,1946,1500,0.004166
7651,2025-02-04,7,27,104,77,27,7,6,6,14,26,2,2,1.857,0.6667,0.2857,0.2222,0.2222,0.5185,0.4286,6,28,0,12,4.5,3.775,28,0.4069,0.5931,66.35,39.35,7.372,1,0,4,11,16,754,37.55,49.14,545.5,313,681,1292,669.2,1.227,1.131,541.4,1.335e+05,1.001e+04,3.007e+04,5.784e+04,8.827e+04,1.002e+04,8263,6305,2560,3917,0.0002023,1.151e+04,1210,3910,6851,9153,1303,978.7,653.8,464.7,649.9,0.002346
8445,2025-02-04,30,2,64,62,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,14,2,2,0,0,0.0611,0.9389,32.73,30.73,0.6802,1,0,4,11,16,987,35.47,51.68,110,92,122,188.6,72.97,0.6632,1.576,99.67,2.222e+04,2116,6035,1.07e+04,1.66e+04,2012,1529,1186,831,685.1,8.999e-05,3152,347,766,1507,2310,255.3,215.3,165,54,100.6,0.0006345
9814,2025-02-04,30,152,5045,4893,152,30,10,70,78,109,23.33,11.14,7.786,21.67,6.714,0.06579,0.4605,0.5132,0.8974,21,29,0,32,7.238,9.581,29,0.06812,0.9319,2231,2079,1.52e+08,1,0,4,11,16,754,37.47,49.46,1.581e+04,1.064e+04,1.808e+04,3.128e+04,1.61e+04,1.018,1.236,1.484e+04,2.222e+04,2116,6035,1.07e+04,1.66e+04,2012,1529,1186,831,685.1,0.006839,1143,113,276,481,782,92,68.71,55.86,34,25.71,0.133
9879,2025-02-04,3,130,171,41,130,3,28,42,63,92,14,9,6.571,7,4.857,0.2154,0.3231,0.4846,0.6667,21,51,0,28,6.19,5.836,51,0.7065,0.2935,184,54.02,1.3e+08,1,0,4,11,16,754,36.97,50.55,1180,785,1443,2531,1271,1.077,1.153,1159,1.811e+05,1.559e+04,3.729e+04,7.771e+04,1.203e+05,1.243e+04,1.11e+04,8595,2089,5012,0.0007178,1.722e+04,2385,4754,9625,1.376e+04,1585,1375,982.9,389.7,784.1,0.007548
9879,2025-02-04,18,34,171,137,34,18,8,8,14,27,2.667,2,1.929,2.667,0.1429,0.2353,0.2353,0.4118,0.5714,9,36,0,8,3.778,2.572,36,0.1825,0.8175,186.3,152.3,3.4e+07,1,0,4,11,16,754,36.97,50.55,1180,785,1443,2531,1271,1.077,1.153,1159,5.654e+04,4105,1.133e+04,2.411e+04,3.867e+04,3778,3445,2762,360,1365,0.0006013,3149,311,795,1356,2210,265,193.7,157.9,135.7,71.71,0.0108
9936,2025-02-04,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.8069,0.1931,0,0,0,1,0,4,11,16,289,34.8,60.51,0.005479,0,0,0,0.1047,19.1,0,0,1.811e+05,1.559e+04,3.729e+04,7.771e+04,1.203e+05,1.243e+04,1.11e+04,8595,2089,5012,0,1.112e+04,990,2623,4992,7510,874.3,713.1,536.4,280,353.4,0
1460,2025-02-05,25,0,26,26,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.1242,0.8758,0,0,0,2,0,5,11,17,424,33.53,52.22,20.66,11,20,37.6,41.81,2.024,0.929,22.71,3.503e+04,2676,7058,1.504e+04,2.472e+04,2353,2149,1765,326,767.4,0,1058,29,181,526,802,60.33,75.14,57.29,-38.67,35.71,0
3127,2025-02-05,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.06825,0.9317,0,0,0,2,0,5,11,17,754,36.63,49.51,0.005479,0,0,0,0.1047,19.1,0,0,2.406e+04,2171,6389,1.162e+04,1.821e+04,2130,1660,1301,769.3,717.9,0,1470,149,430,740,1022,143.3,105.7,73,59.33,65.43,0
3771,2025-02-05,2,2,3,1,2,2,0,0,0,2,0,0,0.1429,0,-0.2857,0,0,0,0,1,11,11,2,2,0,0,0.7715,0.2285,2.592,0.5925,5.731,2,0,5,11,17,754,37.3,49.22,14.23,8,16,28,20.36,1.431,1.134,16.12,2.319e+05,2.265e+04,6.026e+04,1.075e+05,1.613e+05,2.009e+04,1.536e+04,1.152e+04,8149,7665,8.624e-06,2.739e+04,3863,9539,1.574e+04,2.236e+04,3180,2249,1597,1710,1303,7.303e-05
3832,2025-02-05,3,5,6,1,5,3,1,1,1,3,0.3333,0.1429,0.2143,0.3333,-0.1429,0.2,0.2,0.2,1,3,51,0,2,1.667,0.4714,51,0.6734,0.3266,7.425,2.425,9.59,2,0,5,11,17,424,32.72,52.43,5.759,4,7,13,5.651,0.9812,1.131,6,2.093e+05,2.019e+04,5.116e+04,9.513e+04,1.437e+05,1.705e+04,1.359e+04,1.026e+04,5825,6650,2.389e-05,7961,984,2369,4252,6008,789.7,607.4,429.1,292.7,356.6,0.0006281
4078,2025-02-05,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.4732,0.5268,0,0,0,2,0,5,11,17,289,36.14,59.03,0.005479,0,0,0,0.1047,19.1,0,0,1.141e+05,9379,2.638e+04,4.858e+04,7.606e+04,8793,6940,5433,3070,3015,0,6398,455,1439,2662,4412,479.7,380.3,315.1,227.3,130.3,0
4235,2025-02-05,1,256,299,43,256,1,54,91,141,204,30.33,20.14,14.57,15.33,11.14,0.2109,0.3555,0.5508,0.6454,26,40,0,54,9.846,11.4,40,0.8769,0.1231,291.9,35.92,2.56e+08,2,0,5,11,17,754,37.15,49.87,857,577,1080,1842,865.4,1.01,1.297,1070,2.586e+05,2.665e+04,6.949e+04,1.227e+05,1.826e+05,2.316e+04,1.753e+04,1.304e+04,9235,8978,0.0009901,3.162e+04,4232,1.11e+04,1.818e+04,2.603e+04,3698,2597,1860,1778,1476,0.008097
