city_code,city,province,observed_so_far,predicted_demand,predicted_remaining,forecast_share,observed_share,pickup_ratio,peak_checkin,owner,action,required_before_spend,evidence_status,priority_reason
7963,fariman,khorasan_razavi,60,152,92,1.81975603775898e-05,0.39473684210526316,2.500881132485667,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
9681,golsar,alborz,36,151,115,1.807783958563197e-05,0.23841059602649006,0.7810620083816945,2025-11-23,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
7366,havigh,gilan,41,150,109,1.7958118793674143e-05,0.2733333333333333,0.5712523431101771,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
2406,nasirabad,tehran,127,144,17,1.723979404192718e-05,0.8819444444444444,2.4319857741585444,2025-11-30,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
3456,bardeskan,khorasan_razavi,92,131,39,1.568342374647542e-05,0.7022900763358778,0.0,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
8122,looleman,gilan,24,126,102,1.5084819786686282e-05,0.19047619047619047,0.32526923862498536,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
4380,meshkindasht,alborz,19,114,95,1.3648170283192351e-05,0.16666666666666666,0.866336845178663,2025-12-18,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
3927,falavarjan,isfahan,31,112,81,1.3408728699276695e-05,0.2767857142857143,0.8365320568738462,2025-12-15,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
3617,sharifabad,tehran,62,110,48,1.316928711536104e-05,0.5636363636363636,2.4614719092440995,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
7280,barzok,isfahan,17,105,88,1.2570683155571902e-05,0.1619047619047619,2.417748994882643,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
3771,gorabzarmikh,gilan,14,103,89,1.2331241571656246e-05,0.13592233009708737,0.7167546369021666,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6507,rankoh,gilan,42,99,57,1.1852358403824935e-05,0.42424242424242425,1.0451077474049255,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6081,khaf,khorasan_razavi,14,98,84,1.1732637611867109e-05,0.14285714285714285,1.2641207148208913,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
4946,tiran,isfahan,12,96,84,1.1493196027951453e-05,0.125,2.0433878963214624,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
8428,kamalshahr,alborz,11,92,81,1.1014312860120142e-05,0.11956521739130435,0.333815077804715,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
2154,zavareh,isfahan,27,90,63,1.0774871276204488e-05,0.3,1.4487760391447326,2025-11-26,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
9704,hasanabad_teh,tehran,32,86,54,1.0295988108373176e-05,0.37209302325581395,0.1495165892338086,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
3382,farim,mazandaran,16,80,64,9.577663356626211e-06,0.2,1.4303348869589356,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1209,golmakan,khorasan_razavi,34,77,43,9.218500980752727e-06,0.44155844155844154,0.15007539782660934,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1173,arjomand,tehran,12,70,58,8.380455437047934e-06,0.17142857142857143,2.10650225874356,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
4611,tous,khorasan_razavi,29,69,40,8.260734645090106e-06,0.42028985507246375,2.419562072151123,2025-12-01,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6553,daran,isfahan,12,69,57,8.260734645090106e-06,0.17391304347826086,2.1933291203569634,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
4125,shahedshahr,tehran,16,67,51,8.02129306117445e-06,0.23880597014925373,0.5950243470556592,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
3832,koohpayeh,isfahan,7,66,59,7.901572269216624e-06,0.10606060606060606,0.577595176064268,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
7992,dolatabad_isfahan,isfahan,31,66,35,7.901572269216624e-06,0.4696969696969697,0.0775387474783395,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1996,shelman,gilan,6,65,59,7.781851477258797e-06,0.09230769230769231,1.9202600733598618,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
5683,dorche,isfahan,24,59,35,7.06352672551183e-06,0.4067796610169492,2.066549332075417,2025-11-26,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
8619,goldasht,isfahan,6,54,48,6.464922765722692e-06,0.1111111111111111,0.40110154456432323,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
2168,abrisham,isfahan,23,53,30,6.345201973764865e-06,0.4339622641509434,1.1809660655659167,2025-11-23,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
7401,vahidieh,tehran,7,49,42,5.866318805933554e-06,0.14285714285714285,0.3129101027828374,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
8789,rezvan_shahr,isfahan,0,46,46,5.507156430060071e-06,0.0,,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
2730,eshtehard,alborz,17,44,27,5.267714846144416e-06,0.38636363636363635,1.4921868503277143,2025-12-02,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6235,hasanabad_esf,isfahan,33,35,2,4.190227718523967e-06,0.9428571428571428,2.225211297076138,2025-12-07,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
7040,nooshabad,isfahan,21,34,13,4.070506926566139e-06,0.6176470588235294,0.43246810534635893,2025-12-10,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6179,ferdosieh,tehran,9,30,21,3.591623758734829e-06,0.3,0.5177503907407551,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
4541,ahmadsargoorab,gilan,11,25,14,2.9930197989456907e-06,0.44,1.356488953637935,2025-11-25,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1668,dehaqan,isfahan,0,24,24,2.8732990069878633e-06,0.0,,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
6197,anarak,isfahan,13,16,3,1.915532671325242e-06,0.8125,1.386603515202763,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6397,sardasht_hormozgan,hormozgan,0,14,14,1.676091087409587e-06,0.0,,2025-12-06,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
3351,zayanderood,isfahan,4,12,8,1.4366495034939316e-06,0.3333333333333333,0.5468601362815406,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
5410,pul,mazandaran,12,12,0,1.4366495034939316e-06,1.0,1.4024782651119798,2025-12-01,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
5163,sorak,mazandaran,3,11,8,1.316928711536104e-06,0.2727272727272727,0.0,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
7432,mashhad_ardahal,isfahan,4,9,5,1.0774871276204487e-06,0.4444444444444444,0.6215802070846157,2025-12-18,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1297,alavijeh,isfahan,2,7,5,8.380455437047935e-07,0.2857142857142857,2.2639359805001242,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6728,khoshrodpey,mazandaran,7,7,0,8.380455437047935e-07,1.0,2.193675165250912,2025-11-26,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
7458,bazarjome,gilan,5,7,2,8.380455437047935e-07,0.7142857142857143,2.0622668360850147,2025-11-24,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1675,miandoroud,mazandaran,5,6,1,7.183247517469658e-07,0.8333333333333334,0.7726946391953684,2025-11-24,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
5529,jowzdan,isfahan,4,5,1,5.986039597891382e-07,0.8,0.0,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
7599,binalood,khorasan_razavi,3,3,0,3.591623758734829e-07,1.0,2.3726224681717074,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
2668,vezvan,isfahan,2,2,0,2.3944158391565527e-07,1.0,0.0,2025-11-30,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
4174,gatab,mazandaran,1,2,1,2.3944158391565527e-07,0.5,2.4129586095895954,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6593,majlesi,isfahan,2,2,0,2.3944158391565527e-07,1.0,1.1874361510802274,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1307,kelachay,mazandaran,1,1,0,1.1972079195782764e-07,1.0,0.0,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1402,rivash,khorasan_razavi,1,1,0,1.1972079195782764e-07,1.0,2.6434028875629196,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
2992,kalebast,mazandaran,1,1,0,1.1972079195782764e-07,1.0,1.8050224602987777,2025-11-23,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
8234,salehabad_teh,tehran,1,1,0,1.1972079195782764e-07,1.0,2.0118098993357725,2025-11-24,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1013,quchan,khorasan_razavi,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
1156,zargarmahaleh,mazandaran,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
1370,shahre_jadide_hashtgerd,alborz,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
1494,paein_hular,mazandaran,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
1553,kiakala,mazandaran,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
1629,kooshk,isfahan,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
1751,chamgordan,isfahan,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
1931,nikabad,isfahan,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
2108,neghab,khorasan_razavi,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
2126,gazbarkhar,isfahan,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
2136,hajjiabad_hormozgan,hormozgan,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
2302,kameh,isfahan,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
2335,kahrizsang,isfahan,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
2424,sarakhs,khorasan_razavi,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
2451,javadabad,tehran,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
2575,davarzan,khorasan_razavi,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
2894,amirkola,mazandaran,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
2908,gharchak,tehran,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
2951,sheshtamad,khorasan_razavi,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
3109,kodkan,khorasan_razavi,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
3127,loshan,gilan,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
3396,dolatabad,khorasan_razavi,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
3578,kohikheyl,mazandaran,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
3752,bika,hormozgan,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
3935,bakharz,khorasan_razavi,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
4078,kharv,khorasan_razavi,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
4396,tonkaman,alborz,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
4404,rashtkhar,khorasan_razavi,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
4684,komeshcheh,isfahan,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
4729,baghershahr,tehran,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
4797,chahardangeh,tehran,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
4994,zibashahr,isfahan,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
4998,vanak,isfahan,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
5171,shapoorabad,isfahan,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
5241,mobarakeh,isfahan,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
5303,molkabad,khorasan_razavi,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
5383,sedehlenjan,isfahan,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
5686,gazanak,mazandaran,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
5752,hemmatabad,khorasan_razavi,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
5762,taybad,khorasan_razavi,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
5799,minab,hormozgan,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
5850,baharanshahr,isfahan,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
5951,jenah,hormozgan,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
6126,habibabad,isfahan,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
6379,bejestan,khorasan_razavi,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
6473,robatsang,khorasan_razavi,0,0,0,0.0,0.0,,2025-11-22,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",No observed searches: manual review,Ranked by forecast search volume; pickup ratio is supporting evidence
